	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.adu.m.1.SmLE.PZQ.ER.RNA.adu.m.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.m.1.SmLE.PZQ.ES.RNA.adu.m.1_rsem.genes.results_Mean
gene:Smp_001420	0.371083742881154	0.628916257118846	0.827941508368866	0.827800588628031	532.493433575727	643.265011990847
gene:Smp_001500	0.995535743866766	0.00446425613323425	0.986330954045543	0.986326597370037	1630.39740856942	1652.99967541256
gene:Smp_001530	0.970611182477645	0.0293888175223554	1.16857987855104	1.1687597547025	577.0883123307	493.759835938265
gene:Smp_001560	0.983630810997592	0.0163691890024084	1.00531341816122	1.005323875914	269.102597254386	267.677462420723
gene:Smp_001590	0.92339378798319	0.0766062120168101	0.902011833193946	0.901932446601205	586.523587990231	650.297670159216
gene:Smp_001610	0.999999999999999	1.0056077757078e-15	0.824425755102412	0.824014336346765	185.259486048205	224.827697447826
gene:Smp_001640	1	4.75347180929598e-18	0.960186615518886	0.960156522872789	669.262781526181	697.035497877489
gene:Smp_001780	0.813392979602028	0.186607020397972	0.848827247810859	0.848592990580361	288.507633557013	339.985306065035
gene:Smp_001830	0.973861072306916	0.0261389276930838	0.79043811466824	0.790407615790335	2861.34641645417	3620.09228556954
gene:Smp_001900	0.951023170267133	0.0489768297328674	1.04877355091427	1.05126073234115	10.8512486898534	10.3216411958673
gene:Smp_001940	0.999998952579235	1.04742076525686e-06	0.81819099131811	0.818089521712875	772.266223644707	943.989651807975
gene:Smp_001950	0.955416089246134	0.0445839107538661	0.866138479163775	0.866118364629721	3036.78468998816	3506.20209987441
gene:Smp_001960	0.990291240165105	0.00970875983489521	1.03964316157221	1.03967779761028	626.9376081413	603.011060546209
gene:Smp_001980	1	2.0640422248803e-17	0.806081653392324	0.802378846021114	22.1290844274913	27.5818097009611
gene:Smp_002010	1	5.34981740400668e-18	0.936036885987745	0.935867347031981	186.013065082677	198.760761339876
gene:Smp_002060	1	4.48255155797983e-17	0.712070523198629	0.688530567800751	4.42706840697086	6.43425769090164
gene:Smp_002070	1	4.32084797761432e-16	0.620764934215763	0.0295880634232336	0	0.327974130207779
gene:Smp_002080	0.951667351556191	0.048332648443809	1.05881515176417	1.0588448610086	1104.37971739581	1043.00372001166
gene:Smp_002100	0.10624462712274	0.89375537287726	0.754637082937795	0.754617969204699	5103.66437396559	6763.24582247188
gene:Smp_002160	0.974407395676765	0.0255926043232352	1.07382643425267	1.0739769781046	277.472914138582	258.359517965176
gene:Smp_002180	0.933688732175848	0.066311267824152	0.862989336979117	0.862957451320951	1953.61305243356	2263.85949836646
gene:Smp_002230	0.851254893111104	0.148745106888896	2.05636284407098	2.06011716785283	305.387670499737	148.232864660965
gene:Smp_002280	0.969718057188635	0.030281942811365	1.07009618687028	1.07011908973731	1725.54600543994	1612.47969576229
gene:Smp_002380	1	1.23550975326022e-18	0.996775881129289	0.996774825151455	1603.40414843745	1608.59217170294
gene:Smp_002410	0.980028113071213	0.0199718869287867	1.05354443943911	1.05355333265834	3341.97355974636	3172.09667571409
gene:Smp_002510	0.964039013661706	0.0359609863382945	1.07115744704388	1.07121730238561	670.93578435866	626.329569818799
gene:Smp_002550	1.27995683163462e-07	0.999999872004317	0.746651699194999	0.746495909539673	639.576396067198	856.774863645936
gene:Smp_002600	0.996673860736858	0.00332613926314203	0.959277104568575	0.959270562283455	3145.87400450265	3279.4443356091
gene:Smp_002640	0.999786088303918	0.000213911696082409	0.929865838306098	0.929814989252744	675.6616345976	726.663201021002
gene:Smp_002740	0.999999999881729	1.18270706902439e-10	1.21300050070249	1.21319200077302	710.931113862818	585.998738443563
gene:Smp_002820	0.985526591459003	0.0144734085409971	1.03793829193453	1.03800122443289	329.670357801652	317.600760027545
gene:Smp_002840	0.815089339882289	0.184910660117711	1.1397187355339	1.1398040485341	983.462074802879	862.833114189426
gene:Smp_002870	0.967581255557855	0.0324187444421451	1.08167628447966	1.08180581673021	359.374862344551	332.198291716164
gene:Smp_002880	4.9960036108132e-15	0.999999999999995	1.28275794209868	1.28279093739719	5791.75643381431	4514.96298972655
gene:Smp_002920	0.983366602316462	0.0166333976835378	1.05907315416814	1.05917179492825	334.179317561686	315.509464511727
gene:Smp_002950	0.702772948398378	0.297227051601622	0.751169158376368	0.750272748192474	109.715862881353	146.237965350867
gene:Smp_003000	0.986136005932517	0.0138639940674825	1.03701812828027	1.03706345205226	446.24813417988	430.299382995586
gene:Smp_003130	0.977770026625545	0.0222299733744552	0.920291897639595	0.92023178825751	642.899500833528	698.628657170167
gene:Smp_003140	0.964225787718472	0.0357742122815278	1.14636294865478	1.14645408087094	970.071649333052	846.148311544499
gene:Smp_003190	0.789025730238875	0.210974269761125	0.624464430186652	0.622518653414458	63.2898730966083	101.67349614813
gene:Smp_003230	0.99313134667393	0.00686865332606994	0.873476878456622	0.873431076213578	1271.16164577096	1455.36716757415
gene:Smp_003250	0.983843775321058	0.0161562246789419	1.06167306751351	1.06178781007864	300.667642647377	283.170537385438
gene:Smp_003270	1	1.80012911027097e-16	1.14574540477022	1.14599407363258	353.863662566037	308.781878342203
gene:Smp_003280	1	1.31073228414065e-17	0.883231086857127	0.879013003140802	12.8103460712443	14.574933357568
gene:Smp_003330	0.976953894216943	0.0230461057830574	0.922536003762748	0.922418049571896	319.148724347759	345.992254071117
gene:Smp_003340	0.979076060684939	0.0209239393150611	1.1575456044783	1.15771505021328	567.103171479475	489.845574888654
gene:Smp_003410	0.995652030481785	0.00434796951821505	1.03306049473379	1.0330664818051	3005.48212433313	2909.28207100162
gene:Smp_003440	0.994325227677279	0.00567477232272124	1.00718415080101	1.00718618597204	1873.15784455304	1859.79295464958
gene:Smp_003600	0.888698099190665	0.111301900809335	1.9151652033583	2.04102827447606	7.8088449587553	3.8208361802398
gene:Smp_003610	0.0194730302634666	0.980526969736533	0.746675475854633	0.746597002115358	1269.77892854004	1700.75885514181
gene:Smp_003620	0.96924398832992	0.0307560116700803	1.11815713837998	1.11821343511928	1236.48918676227	1105.77101454341
gene:Smp_003630	0.996868684606428	0.00313131539357206	1.04121231149227	1.04124144397082	776.046588044643	745.308573841161
gene:Smp_003660	0.936233539703614	0.063766460296386	1.15214090916632	1.15218788737256	1965.90749865355	1706.23732320057
gene:Smp_003670	0.991654898793853	0.00834510120614661	1.03670379321417	1.03674062999272	544.231720892161	524.944559652961
gene:Smp_003700	0.850998514591305	0.149001485408695	0.834148188783185	0.834057323198961	802.054143307241	961.631509519978
gene:Smp_003710	0.996715070878621	0.00328492912137853	1.01528881054042	1.01529058951262	4597.12549619907	4527.89121733116
gene:Smp_003760	0.951764049762519	0.0482359502374809	0.884495143593115	0.881572777471346	18.3476124412262	20.81370611974
gene:Smp_003770	0.996496383337271	0.00350361666272937	0.992609600952414	0.992608864092583	5245.08745355424	5284.14334911317
gene:Smp_003860	0.987063739183032	0.0129362608169676	1.01989825619874	1.01992398011568	415.649899872517	407.53007943354
gene:Smp_003900	0.936160263959051	0.0638397360409488	1.25842584776276	1.25964910962394	140.19338663693	111.293525375243
gene:Smp_003930	0.979873255656351	0.0201267443436492	1.09283731894035	1.09310894229454	196.829083945027	180.062704859448
gene:Smp_003940	0.991588699281434	0.00841130071856607	0.954255133729426	0.954098085024292	146.407650143282	153.45184259405
gene:Smp_003970	0.797849650124843	0.202150349875157	0.868451726730431	0.868406550564267	1332.25701808395	1534.14127651707
gene:Smp_003980	0.991605586902624	0.00839441309737581	0.954380918208524	0.954359942366304	1093.52261462474	1145.81828352305
gene:Smp_003990	0.996842366305571	0.00315763369442869	1.00475177248666	1.00475209552784	7786.6115606712	7749.7838002115
gene:Smp_004000	0.983764192656656	0.0162358073433438	0.892224157601526	0.891793587697296	117.597361565466	131.867334831641
gene:Smp_004060	0.970071172346044	0.0299288276539556	1.056583698366	1.0571051297634	60.4272560135635	57.1624176828943
gene:Smp_004070	0.993123614708213	0.00687638529178708	1.01912887909692	1.01920322193701	138.156758221497	135.553502202151
gene:Smp_004080	1	3.93957857524908e-18	0.965151118208816	0.965101249282927	355.313651878068	368.162409000687
gene:Smp_004160	0.971765184550118	0.0282348154498823	0.941697014018319	0.941367460221317	87.7337246980889	93.1987929589793
gene:Smp_004170	1	2.21263291805769e-17	0.929128990152202	0.929036213251977	373.888576586592	402.448560014368
gene:Smp_004190	0.984409707322132	0.015590292677868	1.09788649781944	1.09798509036253	574.328025253336	523.073628634431
gene:Smp_004200	0.990343181642689	0.00965681835731099	1.00674023013619	1.0067447754795	786.528209071654	781.25872691943
