	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.f.1.SmLE.PZQ.ER.RNA.juv.f.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.juv.f.1.SmLE.PZQ.ES.RNA.juv.f.1_rsem.genes.results_Mean
gene:Smp_000020	0.999999999999985	1.5367481589481e-14	1.07034049376256	1.07036069299582	1826.60101786035	1706.52783328671
gene:Smp_000030	0.00441442610386622	0.995585573896134	1.160015996066	1.1600287578763	7127.95016405378	6144.63091140565
gene:Smp_000040	0.421830930754028	0.578169069245972	0.929329152137337	0.929323237011783	5441.11275864955	5854.92027823704
gene:Smp_000050	0.999999999999143	8.56825444198135e-13	0.860252982534868	0.860139456501281	518.863327726159	603.233257595387
gene:Smp_000070	0.966063698018355	0.0339363019816455	1.05454982450038	1.0545816886001	884.733385833326	838.941970622374
gene:Smp_000075	0.999999999999988	1.19358152590687e-14	1.52362053314352	27.183940174615	0.26183940174615	0
gene:Smp_000080	0.95029494094578	0.0497050590542201	1.11948912454908	1.12237036061766	22.8003064098389	20.3133328411184
gene:Smp_000100	0.998143519187904	0.00185648081209614	1.03018447818192	1.03018535654622	17348.802924054	16840.4671178435
gene:Smp_000110	0.987727002030301	0.0122729979696992	1.02116908360005	1.02118391427365	714.306266188398	699.488157191873
gene:Smp_000130	0.99125653927003	0.00874346072996991	0.980366421212711	0.980362242583971	2257.33350950898	2302.55063672875
gene:Smp_000150	0.3293877274329	0.6706122725671	1.08794753986407	1.08798065196562	1416.12128021624	1301.60439696354
gene:Smp_000160	0.0333706769650688	0.966629323034931	0.759219462395658	0.759081654416436	649.941430957601	856.223881000943
gene:Smp_000180	0.510601838961855	0.489398161038145	0.720131601795179	0.718898808130214	79.9691207038013	111.242264990979
gene:Smp_000190	0.970302245184988	0.0296977548150124	0.94338955898036	0.943380802911206	2988.9477982926	3168.33706522424
gene:Smp_000200	1	1.33524818963948e-16	0.953227477975256	0.953202445590072	872.798760102759	915.649379747451
gene:Smp_000230	0.996184246408192	0.00381575359180837	0.973626716214546	0.973617727140771	1399.84524623657	1437.77734426655
gene:Smp_000240	1.05484843082593e-10	0.999999999894515	1.21337579547842	1.2134004976426	5136.40033901038	4233.06090197295
gene:Smp_000260	0.998374283646152	0.00162571635384805	0.997611162755994	0.997611130161174	35829.8112284396	35915.6089673334
gene:Smp_000270	0.98828455426668	0.01171544573332	1.01548011474675	1.01553492604974	140.544355050195	138.394255180989
gene:Smp_000280	0.997123178708361	0.00287682129163932	1.189950478056	1.19009552321743	763.763102738323	641.764620472026
gene:Smp_000300	0.999999999470527	5.29473309146987e-10	0.873436083949168	0.873380988636163	983.195675561062	1125.73659667873
gene:Smp_000310	0.975812026671551	0.0241879733284494	0.906396723013844	0.906363416809654	1248.27477751025	1377.23532385049
gene:Smp_000320	0.973741354188721	0.0262586458112792	0.95880054216424	0.958791425959726	2123.46413967715	2214.73043486737
gene:Smp_000340	0.969282231587295	0.0307177684127049	1.00905718954038	1.00909215328131	128.090783284219	126.936565650786
gene:Smp_000370	0.982811698592332	0.0171883014076679	1.0215599074352	1.02158630793298	408.831745107895	400.192843296835
gene:Smp_000390	0.994456713738964	0.00554328626103634	1.08528337122754	1.08540898100129	361.133439829025	332.715678661576
gene:Smp_000420	0.998571197633558	0.00142880236644206	1.22400278616014	1.22407165803528	1951.01910673774	1593.87471576025
gene:Smp_000430	0.999473245528438	0.000526754471562033	0.928341528209231	0.928329876114033	2797.75503762569	3013.75171295603
gene:Smp_000470	0.598956223082379	0.401043776917621	0.909364780969517	0.909325269033799	1022.18401817202	1124.11362548568
gene:Smp_000480	1	2.33430546001905e-17	1.00521257446453	1.00521335207558	3302.11487888457	3284.98902241281
gene:Smp_000500	0.999999999999999	7.64542256173825e-16	0.781519450032494	0.769320122253308	6.74195229720007	8.76651851536636
gene:Smp_000510	0.986831300495811	0.0131686995041888	1.02619002945253	1.02621449448825	538.351098261624	524.598745202037
gene:Smp_000580	0.518993614121905	0.481006385878095	0.846028527866716	0.845833484257121	327.209218837165	386.85009117333
gene:Smp_000590	0.981187023411498	0.0188129765885022	1.05011407498437	1.05013710149329	1120.00287570805	1066.52966812086
gene:Smp_000600	0.999999999995684	4.315607071958e-12	1.15162913360768	1.15172824953181	863.434905872215	749.684996387575
gene:Smp_000620	1	3.96131992480246e-16	0.88313628718265	0.878246578813569	10.2762856903687	11.7022980476218
gene:Smp_000630	0.999999999999982	1.7716374127896e-14	1.38240786097048	1.38549179266566	84.1821134564516	60.7569521408477
gene:Smp_000640	0.999999999993598	6.40246820150344e-12	1.1539008104291	1.15401438708675	766.306963409172	664.034549170399
gene:Smp_000650	0.972433593768582	0.0275664062314184	0.942429832574386	0.942409605818197	1314.47716665763	1394.80511918207
gene:Smp_000660	3.20310430151904e-05	0.999967968956985	1.09375399949742	1.09376032592382	7943.25228507163	7262.33266941663
gene:Smp_000670	0.268763350132158	0.731236649867842	1.07732283360033	1.07733754004686	2775.84770151671	2576.58052834636
gene:Smp_000680	0.99999999999996	4.04402339267891e-14	1.12749852968205	1.12760873034143	639.319591601674	566.968220723858
gene:Smp_000690	0.904546331486686	0.0954536685133145	0.711046891665219	0.697859869150051	7.48366442534602	10.728064698394
gene:Smp_000700	0.863896385248577	0.136103614751423	0.831575272908443	0.831517214725595	1182.10315851246	1421.62401740583
gene:Smp_000710	0.97823475463808	0.0217652453619199	0.959284500901649	0.959269840323612	1305.54403861417	1360.97726733006
gene:Smp_000720	0.302344606635046	0.697655393364954	1.08800820655876	1.08802598211288	2639.87302212889	2426.29513014258
gene:Smp_000740	0.906835389349922	0.0931646106500779	1.11424855645797	1.1142594854766	5708.21769775009	5122.87903271804
gene:Smp_000755	0.658150565940403	0.341849434059597	0.797955176662221	0.797925492693776	2661.53308111659	3335.56845373669
gene:Smp_000790	0.996708905255706	0.00329109474429446	0.965657802810422	0.965644535518879	1224.91214295098	1268.49212256706
gene:Smp_000810	0.0252804278786677	0.974719572121332	0.851029206847032	0.850912273275931	531.231627107091	624.310090086209
gene:Smp_000820	0.993991916035349	0.00600808396465133	1.00952623419756	1.00952755348821	3572.26051099891	3538.5467225537
gene:Smp_000830	0.897365308896774	0.102634691103226	0.679755429132192	0.669184162566235	9.92449508225543	14.8356817091396
gene:Smp_000850	0.989459542955193	0.0105404570448073	1.04348236262226	1.0434982114677	1402.97363698803	1344.49027951146
gene:Smp_000870	1	1.17821939651668e-16	1.05604015188448	1.05612689507579	334.358535892685	316.588826761902
gene:Smp_000880	4.71908120656117e-05	0.999952809187934	1.20312087632072	1.20314316891808	5372.24467320324	4465.17320677845
gene:Smp_000900	1	1.34063800332922e-16	1.05398901093978	1.05408707190538	284.390978505378	269.797861310064
gene:Smp_000910	0.935643366650438	0.0643566333495622	0.890503558688213	0.890224341897612	171.071611482025	192.168087511453
