	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.m.1.SmLE.PZQ.ER.RNA.juv.m.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ER.RNA.adu.m.1.SmLE.PZQ.ER.RNA.adu.m.1_rsem.genes.results_Mean
gene:Smp_000260	0.911117655255484	0.0888823447445156	1.64084506784729	1.64086867973715	23643.7761923701	14409.3004368093
gene:Smp_000270	0	1	0.0206028993539432	0.0120539244552413	0.723152192878275	60.8126968404041
gene:Smp_000280	0	1	0.0138903390969986	0.011696870580083	2.78180058199015	238.669274330343
gene:Smp_000300	0.233290947211403	0.766709052788597	1.2914425735663	1.29170444568074	763.206574416318	590.850066301077
gene:Smp_000310	0	1	0.665530406479217	0.665429907356808	1175.74704473172	1766.90343706209
gene:Smp_000320	4.40071859619806e-07	0.99999955992814	0.622938005199233	0.62285380579115	1480.83889377924	2377.51242983931
gene:Smp_000340	2.56921737482596e-05	0.999974307826252	1.8986640230061	1.90765295916492	101.243333609802	53.0674390191633
gene:Smp_000370	3.21964677141295e-15	0.999999999999997	0.340377242437578	0.339747058392925	188.791236029811	555.701172078664
gene:Smp_000390	0	1	0.010490703708029	0.00617852528982518	0.742712080417554	121.817142418131
gene:Smp_000420	0	1	0.024472113337986	0.023283713671465	10.1372957395342	435.800879772587
gene:Smp_000430	0	1	0.0178645703606125	0.0173236931784269	16.6906779563152	964.026812722616
gene:Smp_000470	0.949985561059813	0.0500144389401868	0.948824978355043	0.948796476641621	904.432641561139	953.242529733797
gene:Smp_000480	0.00408059855953846	0.995919401440462	1.32153014612125	1.32161232848803	2745.15235831974	2077.12131842549
gene:Smp_000500	0.999999999999999	8.00681873240055e-16	1.61336908295398	2.84357885214707	0.742712080417554	0.25470589336716
gene:Smp_000510	5.33320043683005e-07	0.999999466679956	0.78104520297217	0.780874899976826	532.998999360595	682.569244609364
gene:Smp_000580	0.904006994090267	0.0959930059097328	0.949114328156196	0.948981391429033	192.84421151087	203.212332126512
gene:Smp_000590	0	1	0.705494223427767	0.705385490592105	1014.3229328234	1437.97383487016
gene:Smp_000600	0.999999999999999	1.18000191483225e-15	1.12330789078407	1.12342729055535	615.951040999657	548.277411368798
gene:Smp_000620	1	1.31613877420134e-16	1.1270040343953	1.13657140123	8.00018811292012	7.03767699086171
gene:Smp_000630	0.147858998881521	0.852141001118479	0.639184409261364	0.637405462308083	68.6271083184749	107.672020906968
gene:Smp_000640	0.999999999961963	3.80370312153054e-11	0.84257516120131	0.84244899215962	558.055234612522	662.42207577698
gene:Smp_000650	2.25379698481909e-06	0.999997746203015	0.675978378066014	0.675872997820594	1103.30820059871	1632.424206066
gene:Smp_000660	2.5885411880644e-07	0.999999741145881	2.26086313489364	2.26100579744779	10609.1384964621	4692.2152514512
gene:Smp_000670	0.125912076411457	0.874087923588543	1.58023629897077	1.58043086939909	2502.20408098757	1583.23804294601
