	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.m.1.SmLE.PZQ.ER.RNA.juv.m.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ER.RNA.adu.m.1.SmLE.PZQ.ER.RNA.adu.m.1_rsem.genes.results_Mean
gene:Smp_048050	0	1	0.0598977169538059	0.0507695120139511	2.76596262736843	54.6677488545806
gene:Smp_048080	0.97322471362964	0.0267752863703597	0.954032514879918	0.953946743760565	271.418031282025	284.521639797862
gene:Smp_048160	0	1	1.77464359379947	1.77488215856586	3059.74078452936	1723.9077089941
gene:Smp_048230	1.84828591986985e-07	0.999999815171408	0.774698413582945	0.774628365406099	1322.75199923544	1707.59852340075
gene:Smp_048240	0.643925727335858	0.356074272664142	1.15869031386306	1.1587523358214	1574.03254655461	1358.38428141375
gene:Smp_048260	0.910558847245061	0.0894411527549388	0.904821730765528	0.904783809852458	1205.64968316412	1332.52896680659
gene:Smp_048380	4.35464707426725e-05	0.999956453529257	0.362906749915895	0.361539164992859	89.4079997607826	247.315901088887
gene:Smp_048420	0.99999999999995	4.96632276858373e-14	1.1426517953505	1.14278193896092	665.016053176737	581.926089908292
gene:Smp_048430	0.000727558142252782	0.999272441857747	0.854156874552165	0.854143673229358	5009.78945064741	5865.27895274291
gene:Smp_048520	1	1.02535602240075e-17	0.99281332620037	0.992809197298372	917.435025301626	924.079973983092
gene:Smp_048540	0.999999564195798	4.35804201703176e-07	0.727850164669003	0.727472001985634	277.939942664045	382.066481164059
gene:Smp_048550	0.927018382634489	0.0729816173655105	1.00886924908056	1.00887725677885	593.240867488775	588.02076737294
gene:Smp_048560	0	1	0.313983901792456	0.313961546497594	5115.05626955643	16292.0051420379
gene:Smp_048620	0.9500386487149	0.0499613512851002	1.01820600798225	1.01823450217546	345.393769672866	339.208292971716
gene:Smp_048650	0.999999999647024	3.52975962763244e-10	0.836490694014123	0.836376607097097	636.388883034218	760.88990757039
gene:Smp_048660	0.0171157201542429	0.982884279845757	0.836817409285173	0.836749790748129	1072.063512938	1281.22547181227
gene:Smp_048760	1	3.20692392663984e-17	0.958716713164882	0.958679379165903	562.802898734466	587.061038519823
gene:Smp_048830	0.259575410519022	0.740424589480978	0.776733562441511	0.776630438652335	892.678394907651	1149.42781556735
gene:Smp_048870	0.9552093817844	0.0447906182155999	0.455443793566979	0.452924309508276	51.9629811760936	114.739815995787
gene:Smp_048880	0.408411547313699	0.591588452686301	0.834196942023298	0.834055774271214	520.073446271206	623.549553586986
gene:Smp_048930	0.999999999999994	6.08097034989322e-15	0.730515498205235	0.728790537024897	60.4374651072114	82.9321651850377
gene:Smp_048940	0.000355540416408284	0.999644459583592	0.800732627087043	0.800638826702875	902.992860087791	1127.84294688551
gene:Smp_048970	3.55805385154895e-11	0.999999999964419	1.54063092342439	1.54149481108378	512.151089501531	332.23963575547
gene:Smp_048980	0.954898581333764	0.0451014186662356	1.01631381683418	1.01631885715236	1746.40926483061	1718.36731095921
gene:Smp_048990	0.899366891619453	0.100633108380547	0.941253992310335	0.941223669329499	968.089970396723	1028.54463790702
gene:Smp_049000	0.939425555777446	0.0605744442225543	1.01136365301203	1.01137190402704	739.497141432494	731.182095101671
gene:Smp_049010	0	1	0.774864326312839	0.774823226854104	2253.35604260586	2908.22243871361
gene:Smp_049140	0.460225352784789	0.539774647215211	1.16462371871395	1.16472642045992	991.185698127483	851.001602996077
gene:Smp_049150	0.932296676186334	0.0677033238136656	0.984880355941829	0.98487186586735	931.163695200793	945.466998046577
gene:Smp_049160	0	1	3.14662032294968	3.16029364502108	263.398346049378	83.3393262451631
gene:Smp_049170	0.832692143929823	0.167307856070177	0.908178649518478	0.908145126579585	1320.6096278454	1454.18447750532
gene:Smp_049230	0	1	0.0815003824934562	0.0775893517502999	9.66410448964707	124.673403990544
gene:Smp_049270	0.00156686682115659	0.998433133178843	0.889637207748135	0.889633136403075	12803.1336800811	14391.4769581479
gene:Smp_049330	0.910433741073616	0.0895662589263841	1.10078072234779	1.10082906155847	1218.47082439266	1106.86559671401
gene:Smp_049380	0.74275322659149	0.25724677340851	1.10933384892799	1.10935800891933	2665.31692396435	2402.57501091163
gene:Smp_049390	6.80181359813403e-06	0.999993198186402	1.25980219268724	1.25994055168294	1256.03837422665	996.90082452176
gene:Smp_049500	7.7715611723761e-15	0.999999999999992	1.27539122690617	1.27548873781757	1912.45904292186	1499.39096389576
gene:Smp_049510	0	1	1.60876963466792	1.60911697117287	1497.29773345115	930.505158484582
gene:Smp_049520	4.95007510536993e-07	0.999999504992489	1.20250506543453	1.20254447253494	3280.81796063391	2728.22836087991
gene:Smp_049550	3.03466462014956e-06	0.99999696533538	1.20792558071041	1.20793635003622	12381.8063536798	10250.3780716137
gene:Smp_049580	0	1	1.36647162048607	1.36656293536692	2911.70812328411	2130.67717724465
gene:Smp_049600	0	1	1.36822252892917	1.36840516030155	1464.76384818313	1070.41408979249
gene:Smp_049610	0.0108578960057671	0.989142103994233	1.66116974468606	1.66453920678823	173.397279717621	104.167347707066
gene:Smp_049630	0.124590312469673	0.875409687530327	0.899045567312693	0.899016586010157	1662.62185369396	1849.37952135771
gene:Smp_049680	0.608952074400366	0.391047925599634	0.945578976987084	0.945561338305711	1548.84653825561	1638.01862438401
gene:Smp_049730	2.76957679012924e-10	0.999999999723042	1.30659225691548	1.3066834276778	2332.89406466873	1785.35286238412
gene:Smp_049740	0.00709061698331803	0.992909383016682	0.858431853821917	0.858382250488464	1300.62761932998	1515.20961059871
gene:Smp_049760	0.110507649428679	0.889492350571321	1.2044020535532	1.20450376201967	1285.15002911161	1066.95223759127
gene:Smp_049880	0.999999999999969	3.07266756459088e-14	1.13267497593501	1.13276518390094	884.50442555178	780.835349170913
gene:Smp_049890	0.896327315053032	0.103672684946968	0.95557082942736	0.955494627658914	295.758763281391	309.535187089186
gene:Smp_049910	0.426317096437552	0.573682903562448	1.20697824347258	1.20706585960763	1513.87355911885	1254.17472162816
gene:Smp_049920	0.439922413001662	0.560077586998338	1.1420497305497	1.14217948986366	663.820391220687	581.186210500965
gene:Smp_049930	0.910276005075846	0.0897239949241542	1.07987443436244	1.07993765588943	724.36324257022	670.744685346746
gene:Smp_049970	0.84475021888362	0.15524978111638	0.96367919670387	0.963668038378573	1665.33716685713	1728.12365239255
gene:Smp_049990	0.695833492817898	0.304166507182102	1.0838190880109	1.08387166031884	917.444741787046	846.450679225765
gene:Smp_050080	0.980484365101842	0.0195156348981578	1.02408706001897	1.02411138123807	538.466243482334	525.788515031988
gene:Smp_050110	0.836505726513961	0.163494273486039	0.955364229038458	0.955336680146406	821.771303644056	860.190723705194
gene:Smp_050130	2.5635202693608e-05	0.999974364797306	0.773057918910968	0.773008373872019	1879.82598111698	2431.83426541311
gene:Smp_050160	1	3.70341978987766e-16	0.903981190252629	0.903894264404431	530.075484664637	586.436341723284
gene:Smp_050220	1.31937739844545e-07	0.99999986806226	1.7377867135587	1.73810337910914	2149.93086494998	1236.93648476659
gene:Smp_050250	0	1	0.708220412036592	0.708058733271136	678.399790118482	958.116435337249
gene:Smp_050270	0	1	0.102326637535758	0.0981872604203661	11.2947089877564	115.124172593856
gene:Smp_050280	0.926069333889785	0.0739306661102153	0.818290530954519	0.818253896831066	2154.75909250891	2633.36467851226
gene:Smp_050350	1	2.386812868312e-16	0.928126919539536	0.928086323177675	872.335282892327	939.929810669232
gene:Smp_050360	0	1	0.504832890021653	0.504690452209833	931.467751633328	1845.63171474766
gene:Smp_050380	6.65023591750469e-14	0.999999999999933	6.15379610119745	6.2238699277877	243.016038038053	39.037415973945
gene:Smp_050430	0.999999999999878	1.21747506831056e-13	1.19791054579908	1.19820305038354	430.405180898767	359.207230135572
gene:Smp_050470	0.00814009020723194	0.991859909792768	1.2769265752144	1.27742019027864	380.469188125337	297.83967469658
gene:Smp_050520	2.11511548632304e-05	0.999978848845137	2.19403597091393	2.19503327756723	1395.23573347431	635.627622323737
gene:Smp_050540	0.0776478754447069	0.922352124555293	0.682754510602221	0.682379396994323	306.383426142633	448.997439984567
gene:Smp_050570	0.90908516116618	0.0909148388338204	1.06864338633925	1.06866371930476	1915.39202504518	1792.32372523518
gene:Smp_050590	0.0426822987748678	0.957317701225132	0.771657958697257	0.771426741334128	404.45507339703	524.297820464632
gene:Smp_050700	0.999999999958462	4.15378731756792e-11	1.16998013272168	1.17008017082038	1055.51677672089	902.08782461387
gene:Smp_050730	0.922927483496899	0.0770725165031009	1.01203952656787	1.01205154013289	538.459410523584	532.047300612259
gene:Smp_050740	2.07788242204687e-05	0.99997922117578	0.873308251191039	0.873249933021384	1007.16261202603	1153.35122447932
gene:Smp_050760	0.673308039025974	0.326691960974026	1.1412698267486	1.14144970934877	475.914364086561	416.937290965705
gene:Smp_050820	1	5.41089980993585e-17	0.93117730389844	0.931034450784156	238.127955687405	255.767813041005
gene:Smp_050830	0.999999999985106	1.48941701363665e-11	1.18843307734067	1.18858492184679	783.075485613413	658.828481979628
gene:Smp_050880	1	3.74515817787975e-16	0.888891916298307	0.888706656895466	282.962825471301	318.399706145124
gene:Smp_050890	0.925653580175978	0.0743464198240225	1.09669634404372	1.09675366070701	982.323935974123	895.664180235578
gene:Smp_050920	0	1	1.60704956160061	1.60742842966975	1367.36832320616	850.65202511243
gene:Smp_050940	0.704847574970023	0.295152425029977	0.773745683309675	0.773715365033046	3065.44174882248	3961.97897858459
gene:Smp_051000	0.999999999972515	2.74846049352624e-11	1.25447871891742	1.25489957869536	402.840513996044	321.012112713484
gene:Smp_051010	1	6.78246890224183e-17	0.92971687430874	0.929644255877522	477.675320771774	513.826682958763
gene:Smp_051070	0.999999603566979	3.96433020821729e-07	0.556809942720782	0.554805457803277	65.115165665324	117.373786964144
gene:Smp_051080	0.956190975427831	0.0438090245721689	1.00089372021565	1.0008939804103	1825.19730437599	1823.5670622057
gene:Smp_051090	0.532949368251971	0.467050631748029	0.762777294608745	0.761883422512739	107.337095673363	140.887009307966
gene:Smp_051120	0.999999999606121	3.93878571874029e-10	1.51604604184077	1.51921681467843	131.259545365471	86.3960640306019
gene:Smp_051130	0	1	2.65934950560925	2.67408274188976	159.885211608963	59.7844144001939
gene:Smp_051210	0	1	0.793420537964061	0.79340939876256	7811.79373226436	9845.85739764871
gene:Smp_051220	0.700971859171907	0.299028140828093	0.640869652465023	0.639514098675622	89.9410783718467	140.645348424886
gene:Smp_051230	0	1	1.35013304369267	1.35022527801728	2721.2351115196	2015.390804461
gene:Smp_051260	0.376379286501831	0.623620713498169	1.11234751672091	1.11235807440911	6284.33700671225	5649.56197802561
gene:Smp_051280	3.21684123782973e-10	0.999999999678316	1.34992267219203	1.35016599980911	1030.82402951363	763.476882101441
gene:Smp_051290	1.95732319241415e-13	0.999999999999804	0.185820735732818	0.183868627932347	40.7040941273699	221.420347227861
gene:Smp_051300	1	7.8147291687625e-18	1.0097469803771	1.00975113258711	1258.41121124051	1246.25868010167
gene:Smp_051320	1	3.82958485718822e-16	0.877579130559151	0.877369116943992	271.515894119654	309.467378307342
gene:Smp_051360	0.913233917513221	0.0867660824867789	1.25514295269517	1.25521626833651	2319.12696911632	1847.58951541241
gene:Smp_051390	0.0450849732475904	0.95491502675241	1.26330957277285	1.26351136108826	875.317727057914	692.763926705334
gene:Smp_051400	1.04739994455372e-08	0.999999989526001	0.712607632820075	0.712248288924021	302.414709717396	424.595737100839
gene:Smp_051410	0.999999969863532	3.01364680839904e-08	1.39705265683665	1.3980813157451	286.493576062478	204.916260608659
gene:Smp_051420	0.3896845938496	0.6103154061504	1.18485481308736	1.18516573159463	374.086956475617	315.639488086592
gene:Smp_051530	0.000379529030470005	0.99962047096953	1.6049062986365	1.60516783268077	1971.05626703558	1227.94026595053
gene:Smp_051550	0.938898966153691	0.0611010338463088	0.939890357208584	0.939847439754333	698.847221838596	743.575812205086
gene:Smp_051640	0.918396986973767	0.0816030130262326	0.829394544918122	0.829204378167117	394.938813870401	476.288514900995
gene:Smp_051660	0.0372818029878774	0.962718197012123	0.734999594535148	0.734873093801281	817.299864388792	1112.16824041031
gene:Smp_051670	0.999999999999927	7.31228784921516e-14	4.40940834856726	5.70080091404841	7.98056545756796	1.39165664053921
gene:Smp_051810	0.850985599413219	0.149014400586781	0.927665282086415	0.927639944552838	1405.98182873214	1515.65546588276
gene:Smp_051920	0.0151907692653044	0.984809230734696	1.29676852566605	1.29747739226231	288.375903008578	222.256611139746
gene:Smp_051930	0.0758325380441637	0.924167461955836	1.16259745687253	1.16265307911987	1804.40431293407	1551.96998899209
gene:Smp_052060	4.95242735709667e-10	0.999999999504757	0.74431164840514	0.744258853073071	1913.63038348628	2571.19271473398
gene:Smp_052140	0.860302035750286	0.139697964249714	1.0484313602025	1.04851187244095	334.846719315772	319.353784156513
gene:Smp_052150	0.999999999999636	3.6429878624483e-13	1.37350004538603	1.37544849602702	139.970159374601	101.760556861223
gene:Smp_052160	0.405704582854851	0.594295417145149	1.19092284064422	1.19147235128311	219.769232062782	184.450203231824
gene:Smp_052230	0	1	1.60167618184592	1.60200097220701	1575.58053577809	983.504094630958
gene:Smp_052280	0.000214893204217637	0.999785106795782	0.89888677505939	0.898861778010685	1930.32657564515	2147.52438500553
gene:Smp_052290	0.999999999999838	1.62298635334531e-13	1.40812310974822	1.41159782049955	88.0146706352846	62.3481797569886
gene:Smp_052330	9.99200722162641e-16	0.999999999999999	1.39369774160339	1.39406300483341	797.72798330508	572.229547666935
gene:Smp_052350	0.929256781229726	0.070743218770274	0.967541141957364	0.96752547696933	1064.34493772657	1100.06949460985
gene:Smp_052390	0.465896522388245	0.534103477611755	1.32260962686206	1.32664808774216	56.2549682824431	42.4013740503718
gene:Smp_052500	1.2874900034987e-09	0.99999999871251	0.551302213832449	0.550894652510591	321.985959330256	584.486432961955
gene:Smp_052630	0.999999999999997	3.45529977123127e-15	0.744573515405463	0.743155895857749	71.0797621634367	95.6492857026116
gene:Smp_052640	0.0429259566442043	0.957074043355796	1.13336167561957	1.13342818824855	1206.53031874232	1064.49530457227
gene:Smp_052710	0.925304345032692	0.0746956549673075	0.968354524995875	0.968332189789335	728.384932359355	752.205964769095
gene:Smp_052740	1.41374616458023e-08	0.999999985862538	1.49736320081752	1.49860765416078	317.972981741535	212.175611663385
gene:Smp_052750	0.999999392247291	6.07752708988123e-07	0.734564704375829	0.734230837292211	309.902140250962	422.080880020642
gene:Smp_052760	6.88338275267597e-15	0.999999999999993	0.507875410957479	0.506989089863789	149.442606609118	294.774660256241
gene:Smp_052780	0.881693314720287	0.118306685279713	0.982019785330388	0.981978748227767	228.413705140294	232.605731809414
gene:Smp_052790	0.968933431243249	0.0310665687567506	1.2631864202112	1.26338741037616	878.296538158966	695.18969167451
gene:Smp_052800	0.0236366470418823	0.976363352958118	1.22759592827029	1.22785554460026	571.469502651364	465.418938415891
gene:Smp_052870	0.480789292910056	0.519210707089944	1.13935575623976	1.13939991042335	1909.18432532369	1675.60389803368
gene:Smp_052890	0.909752722576869	0.090247277423131	1.09032158372345	1.09043403943545	464.965772962541	426.40347953818
gene:Smp_052910	1.83619786042755e-12	0.999999999998164	0.561677456646827	0.561631611468557	2850.82830922515	5075.98332197624
gene:Smp_053020	8.10462807976364e-15	0.999999999999992	0.63258553491073	0.632339543547629	501.416905190929	792.96097628556
gene:Smp_053030	1	1.37124826850593e-17	1.02647671002947	1.02648990864382	1093.21930364134	1065.00709801093
gene:Smp_053040	0.0568301583102949	0.943169841689705	0.761541858465838	0.761410030622038	731.204004226546	960.33196401271
gene:Smp_053060	0.185881199161887	0.814118800838113	1.14486269446891	1.14488710530531	3607.08402729107	3150.60110442777
gene:Smp_053120	1.14623643909795e-10	0.999999999885376	0.46787956550412	0.466649379743766	107.15447353377	229.636664467041
gene:Smp_053130	0.888568449902806	0.111431550097194	0.881053039474451	0.881041914902214	5001.34289126892	5676.62445594869
gene:Smp_053140	1	1.10358559700674e-17	1.00219435717478	1.00219604518251	691.671999452505	690.15636293605
gene:Smp_053160	1	3.89789585729196e-17	1.05452997803953	1.05460407786079	412.019687820977	390.686088200948
gene:Smp_053220	1.12732045920438e-12	0.999999999998873	1.30978758801798	1.30983361607274	4680.34100922122	3573.23086951919
gene:Smp_053230	0.00748742079922105	0.992512579200779	0.763482368895758	0.763468386322836	6856.26749628144	8980.42405477989
gene:Smp_053390	0.967563241575953	0.0324367584240474	0.976416153952176	0.976413011457504	3890.39253663873	3984.3721118601
gene:Smp_053420	0.0467656071203367	0.953234392879663	1.31631281399113	1.3164057752469	2378.06464990653	1806.4805932675
gene:Smp_053430	0.0888845657690923	0.911115434230908	1.29444454981378	1.29461954505467	1156.47589895871	893.291745193315
gene:Smp_053470	0.350056120511492	0.649943879488508	1.25129829608474	1.251956015359	253.946274051847	202.837600823281
gene:Smp_053510	0.0240762500451278	0.975923749954872	1.27443923819506	1.27458440290229	1279.29666574285	1003.69494321898
gene:Smp_053550	0.0385195553980957	0.961480444601904	0.741008049705092	0.740821157433673	545.031035768075	735.715526058391
gene:Smp_053560	0.209246228541271	0.790753771458729	1.37624435543223	1.37674819623349	545.813306366141	396.448341372376
gene:Smp_053610	0.970915866446752	0.0290841335532479	1.06860054115002	1.06861086415967	3770.16659960699	3528.09992855827
gene:Smp_053640	0.0112535603552809	0.988746439644719	1.41146351397645	1.41258498871564	275.144945026789	194.778240866815
gene:Smp_053700	0.342601790976721	0.657398209023279	0.712142086372209	0.712080563222183	1768.83444407884	2484.0410125354
gene:Smp_053780	0.0117248732011219	0.988275126798878	0.627117696265016	0.626899500275143	568.769365709191	907.279550333916
gene:Smp_053790	1	1.89856519424807e-16	0.830969932167227	0.826941800199564	18.4128205215241	22.268255273924
gene:Smp_053800	0	1	0.648876857884325	0.648611110251197	454.973170911725	701.462983920238
gene:Smp_053820	0.964000047777613	0.0359999522223869	1.04431877188269	1.04432421423891	4514.98216547871	4323.35251895604
gene:Smp_053830	0.969336155726389	0.0306638442736109	0.95923338556414	0.959225676915593	2693.18683988806	2807.66801019264
gene:Smp_053900	0.575542467940329	0.424457532059671	1.40443465115691	1.40450133947181	4522.10572946438	3219.72044978726
gene:Smp_053940	0	1	1.53241920847761	1.53246905532066	8690.16798159532	5670.69372574468
gene:Smp_053990	0.902545832737753	0.0974541672622466	1.06006772019152	1.06011342252539	739.724721866281	697.778280148451
gene:Smp_054010	0.0409423250587471	0.959057674941253	0.573851992314995	0.569949979567426	33.0368007094947	57.9719315627947
gene:Smp_054070	0	1	0.699573844687087	0.699437197647394	816.397786520789	1167.22529899015
gene:Smp_054120	7.19678528671164e-06	0.999992803214713	0.674690228424511	0.674536592721719	758.273092053288	1124.14412334215
gene:Smp_054200	2.1094237467878e-15	0.999999999999998	0.71060508047724	0.710524631555133	1356.96145357646	1909.80620243966
gene:Smp_054220	0.870738530310156	0.129261469689844	0.924049856668032	0.924031171220648	1994.02427771571	2157.96295569757
gene:Smp_054230	4.5129455727988e-12	0.999999999995487	0.530564259577421	0.529726321414323	157.546612401158	297.420212605814
gene:Smp_054240	0.574752724190454	0.425247275809546	0.834559612469957	0.834544085823248	4720.99055762877	5656.97162365104
gene:Smp_054300	0.549244524436071	0.450755475563929	0.796711823889985	0.795399870217908	65.4234826990061	82.2548898359513
gene:Smp_054310	0.0136164739345667	0.986383526065433	1.29194394549004	1.29224724983946	660.360025010137	511.014515697115
gene:Smp_054320	0.999999999999989	1.05650176646849e-14	1.21638674762259	1.2168847352669	280.715869478481	230.682243351141
gene:Smp_054330	0.60880042585639	0.39119957414361	1.21885623487026	1.21924247136533	366.779250358478	300.823721735219
gene:Smp_054340	0	1	1.32849696538072	1.3285546501086	4016.70333447037	3023.36079934352
gene:Smp_054350	0	1	2.56532683219518	2.56810449552435	768.339859318675	299.179484173149
gene:Smp_054360	0.866865146777694	0.133134853222306	0.918927103474367	0.918900770295379	1501.96226960214	1634.52151651983
gene:Smp_054410	0.0104476709134927	0.989552329086507	0.695131906931493	0.69505957731982	1555.37810473631	2237.76666762603
gene:Smp_054450	1	4.13805897783398e-17	1.02980256168441	1.02996093705643	102.888158292111	99.8949134680656
gene:Smp_054470	0.430015799537941	0.569984200462059	0.851314646406551	0.851142827531628	391.029530953656	459.418803609492
gene:Smp_054540	0.798298467860891	0.201701532139109	0.946896215781442	0.946889378540305	3904.48363195459	4123.48501477525
gene:Smp_054560	3.8981517229475e-05	0.999961018482771	0.727546316454499	0.727451478541896	1109.5112610743	1525.20686160873
gene:Smp_054600	0.639141614835901	0.360858385164099	0.672453852801297	0.67232583092066	913.238548088173	1358.33219970041
gene:Smp_054610	0.170404856292959	0.829595143707041	1.47210674774628	1.47495412921538	129.825653437319	88.0169093564193
gene:Smp_054620	0.999999999999979	2.09444635684897e-14	1.4962511278094	1.50180248469731	71.264811505969	47.4495109757956
gene:Smp_054730	0.00497875869707909	0.995021241302921	1.84925774788108	1.85168096321798	344.525971019815	186.056594550421
gene:Smp_054770	0.850889774261757	0.149110225738243	0.832045040314163	0.831864219343875	410.210521804442	493.123990217778
gene:Smp_054790	5.11335418451608e-12	0.999999999994887	1.64290718630375	1.6432200332728	1792.79456735785	1091.0213476322
gene:Smp_054800	1	4.54838208841034e-17	1.03547527644658	1.03548976651605	1345.91863331147	1299.78906787481
gene:Smp_054810	1	4.46257117411674e-16	1.09417722298833	1.09428782835629	494.667485356186	452.044269943978
gene:Smp_054820	0.722032677702256	0.277967322297744	1.13272644178245	1.13288936714289	489.968656347332	432.493535259618
gene:Smp_054840	1.53016217399049e-05	0.99998469837826	1.3263445402179	1.32677646675216	532.202569107055	401.122053849183
gene:Smp_055050	0.836639801198364	0.163360198801636	0.774700315155969	0.774667099978648	2789.70618022929	3601.1706623854
gene:Smp_055090	0.905251418801142	0.0947485811988583	1.09442215217795	1.09448163277183	922.408442157061	842.780243835332
gene:Smp_055100	0.00429846449118598	0.995701535508814	0.598454853796601	0.598103639865584	363.034609292882	606.98281043411
gene:Smp_055130	0.0625532845199535	0.937446715480047	0.81308527747023	0.812954243427823	615.657706086501	757.311474195814
gene:Smp_055190	1	9.37794186341326e-17	0.945672166158046	0.945635400303704	741.850673023669	784.50025922402
gene:Smp_055200	0	1	1.42435639028435	1.42445263566295	3334.40595125226	2340.83017100392
gene:Smp_055220	0.919672253922409	0.0803277460775905	1.23441489825772	1.23449802096757	1848.30852093614	1497.21274928191
gene:Smp_055240	0	1	3.65230907209115	3.65930820017944	736.197230893364	201.17754437171
gene:Smp_055260	1	4.10847493454984e-16	0.649172870194851	0.632409018417736	7.01648806935601	11.100670254096
gene:Smp_055310	1	9.33842869420662e-17	0.935398606838296	0.93531855042341	400.696322339428	428.406951805385
gene:Smp_055340	0.960961459383916	0.0390385406160844	0.993839017910472	0.993833774507466	619.960978031355	623.807577882786
gene:Smp_055390	1	2.01189279356614e-17	1.03675401435012	1.03682869767105	270.89003985409	261.267528739889
gene:Smp_055400	0.999999999999976	2.40732107248712e-14	0.877301988862137	0.877203845777718	582.226259072402	663.731115448712
gene:Smp_055420	8.29336599394992e-11	0.999999999917066	0.417645221464269	0.417203643566435	292.101939900324	700.156320224882
gene:Smp_055440	0	1	3.07581590739517	3.08447704052801	392.469126019927	127.233328727369
gene:Smp_055450	0.957544209365027	0.0424557906349727	0.99707791248473	0.997074470736686	449.420603209827	450.739283428917
gene:Smp_055600	0.960765596862569	0.0392344031374307	1.02281079972092	1.02281920196619	1474.21892999191	1441.32873040119
gene:Smp_055630	0.0155799311267615	0.984420068873239	1.39632857919781	1.39797933522422	178.184440853641	127.455718815551
gene:Smp_055670	0.999999999999978	2.22869468487341e-14	0.87349631143137	0.873363408804969	441.342425985881	505.337970313741
gene:Smp_055720	0	1	1.56187162197718	1.56224818228961	1237.57056599887	792.169232486027
gene:Smp_055740	0.0824165795707384	0.917583420429262	0.383063528654848	0.380212391071242	43.6686731363649	114.869667686003
gene:Smp_055760	0.635690447317032	0.364309552682968	1.09633917046001	1.09636995952441	1821.30237402996	1661.21061098793
gene:Smp_055770	0.999999999999936	6.41314058599693e-14	1.11470463671221	1.1147656164425	1113.25854879181	998.647056130355
gene:Smp_055780	2.04426363448196e-06	0.999997955736366	0.618286997974538	0.618187770935753	1262.5389711493	2042.32896318941
gene:Smp_055800	0.570838883435699	0.429161116564301	0.893517425013957	0.893478976710542	1313.72146789919	1470.34520940387
gene:Smp_055870	0.98451650151897	0.0154834984810305	1.06668527147957	1.06669581408287	3582.13820235181	3358.16217529036
gene:Smp_055880	0.942355033944916	0.0576449660550839	0.992670135132994	0.992666680344707	1118.13692747803	1126.39723177064
gene:Smp_055890	1	2.49495667537366e-16	1.07508066677062	1.07512439294687	980.080626755741	911.596724938455
gene:Smp_055900	0.751156901728553	0.248843098271447	0.897577621616691	0.897518081154304	819.674571148778	913.26917326699
gene:Smp_055920	0.994450511955226	0.00554948804477441	1.03436789813052	1.03439652137561	659.379542154443	637.453031369771
gene:Smp_055960	0	1	0.739289849615302	0.739228919510225	1679.28062017659	2271.66873963751
gene:Smp_055990	0.836745532159846	0.163254467840154	0.928132054727611	0.928111365217019	1711.60467815305	1844.1810554051
gene:Smp_056060	0.20799385979313	0.79200614020687	0.459444895407805	0.458109536489743	98.4437346211344	214.903086890822
gene:Smp_056080	0.99999999999999	9.84856209968289e-15	0.494863917256103	0.480505080758603	8.96445380457069	18.667125724461
gene:Smp_056200	0.05241236671989	0.94758763328011	0.891974200830428	0.891948296971335	1974.7921890668	2214.02213142776
gene:Smp_056240	1	3.58097677640675e-16	1.09150941966141	1.09158641595833	688.761209788975	630.971844148624
gene:Smp_056260	0.0540005501656616	0.945999449834338	1.28963071761808	1.29102342792954	142.530688800516	110.399064403357
gene:Smp_056280	4.57517068674917e-09	0.999999995424829	0.1089604558036	0.108125954932963	61.2844342414392	566.869934419458
gene:Smp_056350	0.528239419697384	0.471760580302616	0.671369561846508	0.667749133733272	32.1697074095322	48.1813128507123
gene:Smp_056360	0	1	1.41099820466635	1.41101674038475	16610.5230102547	11772.0211423984
gene:Smp_056370	0.924044042977135	0.0759559570228648	1.0781647613329	1.07822415128709	753.394086953182	698.735326798547
gene:Smp_056390	0.0236622483494654	0.976337751650535	0.850395326364736	0.850376590404819	3604.95795944774	4239.25058186951
gene:Smp_056440	1.4432899320127e-15	0.999999999999999	0.71232769464059	0.712284548861434	2521.34595281223	3539.80559313976
gene:Smp_056460	0.587618407657858	0.412381592342142	0.762910868487922	0.759612409355606	28.9776820835063	38.1511486680386
gene:Smp_056500	0.122950039282799	0.877049960717201	1.13916351721547	1.13922093888891	1465.80246561326	1286.66970854089
gene:Smp_056620	0.200727527122798	0.799272472877202	0.765705694236868	0.765389698591227	301.279605515914	393.632096399345
gene:Smp_056640	0.13653062528779	0.86346937471221	1.09681878040444	1.09685371948186	1613.67137870219	1471.1810531374
gene:Smp_056760	0.00252981193221369	0.997470188067786	1.1686612743154	1.16867030403533	11589.2046374092	9916.57177451116
gene:Smp_056770	0.999999999999996	3.86995346611095e-15	0.679863238657142	0.037777776205872	0	0.25470589336716
gene:Smp_056780	0.467604300955795	0.532395699044205	0.867144459780137	0.867076711838602	902.728548696814	1041.11881406144
gene:Smp_056810	0.963397065435913	0.0366029345640874	0.981018520232443	0.981013699209891	2050.61796569105	2090.30532112409
gene:Smp_056850	0.0423804587658728	0.957619541234127	0.884426557807842	0.884343017840679	649.529250511817	734.477905041431
gene:Smp_056860	0.999999999999997	2.57445467866697e-15	1.08615314365344	1.08618517009852	1551.25917777448	1428.17114303086
gene:Smp_056900	0.921483786236208	0.0785162137637923	0.849495855131765	0.849342500970555	442.534199498135	521.033276407849
gene:Smp_056930	0	1	2.10639813438929	2.1069658616705	2179.9577570531	1034.63787764749
gene:Smp_056970	0	1	0.724404682986069	0.724403253774522	74161.1663804617	102375.532895539
