	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ES.RNA.juv.f.1.SmLE.PZQ.ES.RNA.juv.f.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.f.1.SmLE.PZQ.ES.RNA.adu.f.1_rsem.genes.results_Mean
gene:Smp_000790	0	1	2.24748111238331	2.24861508368856	983.824958299487	437.519288776999
gene:Smp_000810	0	1	0.325649238456365	0.325468935815234	484.127278419758	1487.49687129969
gene:Smp_000820	0	1	22.4713612710795	22.5415101386647	2744.07234172336	121.724627575663
gene:Smp_000830	0.000510386693737819	0.999489613306262	6.54338988470557	8.09606013823424	11.4859571005027	1.40994462790761
gene:Smp_000850	0	1	0.41388921768401	0.413796721646914	1042.83279996022	2520.17139682136
gene:Smp_000870	0.99999999999368	6.31995746512044e-12	1.10439879777433	1.10458559922425	245.511680659264	222.264924489051
gene:Smp_000880	0	1	0.55717956464001	0.557151224892292	3462.41186085742	6214.50000404204
gene:Smp_000900	0	1	9.61377074324976	9.77379242399761	209.233901486295	21.3986704944273
gene:Smp_000910	0	1	2.75492486040427	2.76789019376945	148.994337952065	53.8231825039432
gene:Smp_000950	0	1	0.0945097295031337	0.0940178227417137	68.8213682050408	732.0997872489
gene:Smp_000980	1.82426874251185e-06	0.999998175731257	0.785350610481669	0.78531358106684	1810.50085711145	2305.4523029082
gene:Smp_000990	0	1	1.78676626504817	1.78747532806403	788.806832243424	441.292220992204
gene:Smp_001000	0	1	4.64350760731759	4.65660590754652	515.158667453934	110.621794418988
gene:Smp_001020	0.00951851725922492	0.990481482740775	0.631546014390442	0.630929129739903	149.867034107974	237.539713657634
gene:Smp_001030	0	1	1.89506866418814	1.89634270512105	529.854731999051	279.404016553104
gene:Smp_001040	0	1	2.80852573754679	2.80873577362614	9618.70137501344	3424.55968196602
gene:Smp_001070	0	1	15.1996480194397	16.2476803549474	87.5426871832715	5.37862688522868
gene:Smp_001080	0	1	2.52316607430731	2.52613249083	515.867359263675	204.206271765768
gene:Smp_001090	0.000179980961073634	0.999820019038926	0.770626279591053	0.770513113089485	621.11787429528	806.112392654393
gene:Smp_001095	0.586322813434036	0.413677186565964	0.949814372536862	0.949754181369877	314.933772943356	331.595566072999
gene:Smp_001100	0	1	19.3633820765999	19.385949669972	6273.77627867184	323.615429007982
gene:Smp_001120	0	1	0.459932859559571	0.459557889446432	263.238886732507	572.820741845402
gene:Smp_001160	0	1	2.62617472170411	2.6342743999536	210.33668234809	79.8399512244417
gene:Smp_001170	0	1	0.516130216205902	0.516087979524085	2351.45040958354	4556.30695152436
gene:Smp_001180	0	1	1.90526209073196	1.90566190953203	1716.04891053235	900.495436955374
gene:Smp_001210	0	1	0.340839446110381	0.340541559600863	299.68928839888	880.056705368201
gene:Smp_001360	0	1	0.613201816378445	0.613153088317812	1935.74074857447	3157.03313564693
gene:Smp_001390	0	1	2.58912699377874	2.59120434381245	788.352219073692	304.235483748214
gene:Smp_001410	0	1	0.219103535324677	0.219048093080477	1227.05437849299	5601.79351829028
gene:Smp_001420	0	1	2.09074407293592	2.09208208432868	678.282457017144	324.208854555507
gene:Smp_001500	0	1	0.410744687240707	0.410691152204575	1797.85041419193	4377.63584053267
gene:Smp_001530	0	1	2.936543229523	2.93856318656593	1120.44730607645	381.284270342317
