	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ES.RNA.juv.f.1.SmLE.PZQ.ES.RNA.juv.f.1_rsem.isoforms.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.f.1.SmLE.PZQ.ES.RNA.adu.f.1_rsem.isoforms.results_Mean
transcript:Smp_001100.1	0	1	19.4005132237247	19.4251010474859	6274.67273918639	323.009310110538
transcript:Smp_001120.1	0	1	0.463553974879139	0.463146721027123	263.318621072623	568.554148502741
transcript:Smp_001160.1	0	1	2.64254823114578	2.65148681347317	210.2988740869	79.3073373588902
transcript:Smp_001170.1	0.351370733768813	0.648629266231187	1.46091534253125	1.46533980920373	65.8796537549394	44.9554430604352
transcript:Smp_001170.2	7.7715611723761e-15	0.999999999999992	0.510474245047308	0.51042706349262	2285.88160191867	4478.38028416196
transcript:Smp_001180.1	0	1	1.92013771451629	1.92058216557739	1716.23947174685	893.59898091589
transcript:Smp_001210.1	0	1	0.253967823821494	0.253321499368047	126.201131868548	498.215109923171
transcript:Smp_001210.2	1.17342247030194e-10	0.999999999882658	0.463508391119931	0.462890363291566	173.430965604271	374.681243021241
transcript:Smp_001360.1	0	1	0.618339491318422	0.618286884874219	1936.17544794945	3131.52245736943
transcript:Smp_001390.1	0	1	2.60807541016097	2.6103733648313	788.461905412471	302.043306256988
transcript:Smp_001410.1	0	1	0.220802142334386	0.220741637894202	1227.04323250134	5558.76560847601
transcript:Smp_001420.1	0	1	2.27672526160072	2.27864523979715	654.018254559545	287.01504590744
transcript:Smp_001420.2	0.363858887492621	0.636141112507379	0.710606112609522	0.70697616916787	24.3183643039002	34.401859076573
transcript:Smp_001500.1	0	1	0.414350317880506	0.414292080372454	1798.28277801471	4340.63000547155
transcript:Smp_001530.1	0	1	2.96076864829903	2.9630067645076	1120.44651209605	378.138482655338
transcript:Smp_001560.1	0	1	12.5711016374662	12.7413155272141	373.853117508847	29.3325837159684
transcript:Smp_001590.1	0	1	0.486254986332864	0.486068458253103	577.845805280436	1188.82625437703
transcript:Smp_001610.1	0	1	9.8465092417921	9.94571451198963	382.807533203002	38.4807019743541
transcript:Smp_001640.1	0.0171077739034992	0.982892226096501	0.885873135672067	0.885810783358637	699.823804609396	790.038865691055
transcript:Smp_001780.1	0	1	5.78632539648159	5.92333772273701	89.3056814027102	15.0686069583485
