	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.adu.f.1.SmLE.PZQ.ER.RNA.adu.f.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.f.1.SmLE.PZQ.ES.RNA.adu.f.1_rsem.genes.results_Mean
gene:Smp_000020	0.965308466837033	0.0346915331629669	1.06914155717514	1.06919198243254	782.870124358683	732.2066058312
gene:Smp_000030	4.09293360795759e-05	0.99995907066392	1.28916353032619	1.2892134019723	3991.73847485985	3096.25666054905
gene:Smp_000040	0.984944111921892	0.0150558880781084	1.05036793380185	1.05037785293541	2848.21631976848	2711.61069136242
gene:Smp_000050	1	2.32186222890198e-17	0.802449843021584	0.800310537846904	39.4549642921057	49.3020637874884
gene:Smp_000070	0.984487876848395	0.0155121231516051	0.963793720619832	0.963763203130097	610.586025702683	633.543993055138
gene:Smp_000080	0.973140487943768	0.0268595120562322	0.994473574915622	0.994447145383207	111.031432085648	111.651472005995
gene:Smp_000100	0.9842420111298	0.0157579888701998	1.27616996959952	1.27653867000403	510.595342774653	399.982068217598
gene:Smp_000110	0.994510644039143	0.00548935596085688	0.989609989865458	0.98960220018659	704.854455258839	712.26050134482
gene:Smp_000130	0.958571656850853	0.0414283431491466	1.10340238165619	1.10358617332322	331.548004381487	300.426895999765
gene:Smp_000150	0.999366414517822	0.000633585482177645	0.997894267837168	0.997892169062692	534.63992738345	535.769259482154
gene:Smp_000160	0.977596115914224	0.022403884085776	1.00021312545301	1.00021407442155	119.946837179875	119.921162985533
gene:Smp_000180	1	1.65638070263149e-17	0.935956148994303	0.926584607090564	3.3714269497812	3.6393450505278
gene:Smp_000190	0.992244337972369	0.00775566202763148	0.935285701762295	0.935253562876545	1005.64112313752	1075.26109551388
gene:Smp_000200	0.645571883143505	0.354428116856495	1.10711965812765	1.10719623188051	827.098313642394	747.0195597354
gene:Smp_000230	0.991084282949855	0.00891571705014527	1.00106178185372	1.00106268729009	626.873992369169	626.208517909368
gene:Smp_000240	0.978871302432183	0.0211286975678168	1.16865545143508	1.16868630001609	3412.01092544312	2919.52531533325
gene:Smp_000260	0.987585758604321	0.012414241395679	1.34484458208327	1.34487206708842	9010.66030138904	6700.01041227361
gene:Smp_000270	0.99775816408324	0.00224183591675999	0.948630201575103	0.948627500316991	9633.53275990674	10155.2329764977
gene:Smp_000280	0.997931017762374	0.00206898223762591	0.878998391074416	0.8789966497351	32616.9514489063	37107.0272779418
gene:Smp_000300	0.0799327298765418	0.920067270123458	0.637785115704247	0.636551480196381	99.7971156666759	156.783470397531
gene:Smp_000310	0.975755048573644	0.0242449514263557	0.928446151103733	0.928431596781904	2437.46112207909	2625.35424926485
gene:Smp_000320	0.972244973157706	0.0277550268422937	1.03819751131387	1.03838927803679	110.441230357919	106.357845560522
gene:Smp_000340	0.989118991139821	0.0108810088601793	1.05024421922425	1.05027710073627	857.001717873012	815.976292829033
gene:Smp_000370	0.98851342953776	0.0114865704622395	0.987421770163042	0.987410774322687	603.156903805584	610.847121970667
gene:Smp_000390	0.445674648947352	0.554325351052648	0.829034613635913	0.829031880208039	27689.8236203164	33400.1936367622
gene:Smp_000420	0.998124300339944	0.00187569966005577	1.06440438655524	1.06440497505459	62204.9333183303	58441.0390143945
gene:Smp_000430	0.965264889104934	0.0347351108950656	0.752139272372995	0.752138821318932	220711.848278731	293445.630648752
gene:Smp_000470	0.910957725206948	0.0890422747930522	0.703404934528211	0.703254394823667	739.891415528578	1052.10061740197
gene:Smp_000480	0.746264184463552	0.253735815536448	1.2052075756684	1.20524834132119	3239.83379899802	2688.10305348615
gene:Smp_000500	0.999999999999999	1.46803937587409e-15	0.581380570524335	0.574791101926162	19.4896836867814	33.9148182886561
gene:Smp_000510	0.942629158174978	0.0573708418250222	0.898177601631533	0.898001591917928	277.40652928075	308.916545094705
gene:Smp_000580	0.883937579959283	0.116062420040717	0.563847449764953	0.55793025140065	21.9509305670448	39.3514264720602
gene:Smp_000590	1.86559960813071e-08	0.999999981344004	0.803479468953027	0.803398084727998	1035.95964457278	1289.47483232136
gene:Smp_000600	0.991571115400253	0.00842888459974744	1.02726832735806	1.02728173267049	1115.87558013851	1086.24077683187
gene:Smp_000620	1	2.25409821208578e-16	0.341792523500898	0.247544277024806	0.913189728938541	3.71939233350173
gene:Smp_000630	0.607848418697493	0.392151581302507	0.63317730156059	0.630799303401999	51.9518295264509	82.364582923939
gene:Smp_000640	0.887804197228929	0.112195802771071	0.849650110000306	0.849541427622443	627.581548113628	738.731546565926
gene:Smp_000650	0.973626764269592	0.0263732357304078	1.06483656480158	1.06491171502017	490.617508619312	460.711298957648
gene:Smp_000660	0.995343846941792	0.00465615305820825	1.04236970393343	1.0423714304581	13660.083852746	13104.8137255915
gene:Smp_000670	0.167801330747363	0.832198669252637	1.27108726799414	1.27126832726805	1016.41213608689	799.523909785339
gene:Smp_000680	1	6.48137488610608e-18	0.941028241394691	0.940920473045656	274.940370378139	292.204250039809
gene:Smp_000690	1	6.06827312149269e-18	0.97611384769938	0.975585152073625	23.5271677818213	24.1162054181459
gene:Smp_000700	0.979910449377267	0.0200895506227326	0.918451523628479	0.918403617435207	834.835894885743	909.008517606875
gene:Smp_000710	0.975979563445309	0.0240204365546905	0.945792427529773	0.945764935285868	995.811550368459	1052.91712091029
gene:Smp_000720	0.811590379394066	0.188409620605934	1.16893578606769	1.1690149760199	1331.732293509	1139.19037024942
gene:Smp_000740	0.00123130963714291	0.998768690362857	1.25741926808762	1.25747153432632	3307.23605919499	2630.06628317155
gene:Smp_000755	0.47921325331861	0.52078674668139	1.36731674732899	1.36758690410124	992.942207803933	726.051506457964
gene:Smp_000790	0.948387537915909	0.0516124620840913	1.1569220207809	1.15718579235247	367.617117886829	317.680659802755
gene:Smp_000810	0.664905502878864	0.335094497121136	0.799333998287437	0.799235158979183	866.487316598779	1084.14815653744
gene:Smp_000820	0.952084911491854	0.0479150885081461	1.42512175479785	1.42770595051059	125.412438172397	87.8389286449652
gene:Smp_000830	1	6.44331733211568e-17	0.530264076139491	0.285789478372058	0.283234328899973	1.01605012112525
gene:Smp_000850	0.372088347815166	0.627911652184834	1.27217055871993	1.27224977414676	2334.26652260272	1834.7527722459
gene:Smp_000870	1	2.32553579504739e-18	1.01721592899899	1.01727274698832	164.59027375523	161.795449170379
gene:Smp_000880	0.997209264690108	0.00279073530989186	1.0726000348622	1.07260860007062	4854.98414342111	4526.33273406111
gene:Smp_000900	1	3.34642297965223e-17	0.660840360335956	0.649224141230039	10.1123784864166	15.5815004442663
gene:Smp_000910	1	1.14972478262801e-16	0.740882249232803	0.737353912450702	28.9068953582204	39.2071179537259
gene:Smp_000950	0.783776878853295	0.216223121146705	1.23484928887966	1.2350851209165	656.788086310926	531.77366024161
gene:Smp_000980	0.99410305006841	0.00589694993159029	1.00248842682427	1.00248921907178	1681.47206357565	1677.29687930245
gene:Smp_000990	0.276522366672737	0.723477633327263	1.20293868341596	1.20327594926665	386.62952313276	321.312406026981
gene:Smp_001000	0.931870515465923	0.068129484534077	1.23865432553896	1.24024458633984	99.3832376672784	80.1300294441951
