	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ES.RNA.juv.m.1.SmLE.PZQ.ES.RNA.juv.m.1_rsem.isoforms.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.m.1.SmLE.PZQ.ES.RNA.adu.m.1_rsem.isoforms.results_Mean
transcript:Smp_003660.1	3.22044158085344e-06	0.999996779558419	1.72786143641641	1.72816741845739	2163.6581975145	1251.99149846931
transcript:Smp_003660.2	0.599761925592402	0.400238074407598	1.21042524421467	1.21058924740292	817.502565735433	675.291360464953
transcript:Smp_003670.1	0.635238818485709	0.364761181514292	0.886854768306468	0.886754382302173	526.029682511768	593.20915178595
transcript:Smp_003700.1	0	1	0.588501905154066	0.588302522769725	639.038514988676	1086.24832841926
transcript:Smp_003710.1	3.73994689433221e-05	0.999962600531057	0.791541433901869	0.791519984441333	4048.70617095356	5115.10553787389
transcript:Smp_003760.1	0.999999999999997	2.52267547619384e-15	0.537158641777131	0.516413117739777	6.05397065311265	11.7324798960438
transcript:Smp_003760.2	0.999999999999997	2.52267547619384e-15	0.537158641777131	0.516413117739777	6.05397065311265	11.7324798960438
transcript:Smp_003770.1	0.966785823349072	0.0332141766509275	1.11518475010897	1.11519489457552	6664.50605136005	5976.08985821964
transcript:Smp_003860.1	0.733313111857152	0.266686888142848	0.873812194186262	0.873668248068569	403.093028087546	461.38141370731
transcript:Smp_003900.1	9.3712371196375e-11	0.999999999906288	1.67952497474302	1.68236507678555	211.847478505153	125.918362059169
transcript:Smp_003930.1	0.409665015149563	0.590334984850437	0.767639267503876	0.767037428462904	155.855864300674	203.195030832746
transcript:Smp_003940.1	0.949832581908448	0.0501674180915522	0.919983562665148	0.919704692558383	138.882158075569	151.008211823195
transcript:Smp_003940.2	0.999999999999999	9.23699948683043e-16	1.41786033917508	1.42920203010867	27.7039892471388	19.3812327741596
transcript:Smp_003940.3	0.999999999999994	6.18195700192736e-15	2.57928775454321	2.86124753859126	8.4249324005945	2.93799114261447
transcript:Smp_003970.1	0	1	0.659860780112756	0.659757533974329	1143.97236036707	1733.93361027725
transcript:Smp_003980.1	0.904734100157887	0.0952658998421125	1.04388908324365	1.04390691058881	1352.63454269778	1295.74207231345
transcript:Smp_003990.1	0.0375705918873774	0.962429408112623	0.833365516584352	0.833355507194874	7301.95381340446	8762.11342795132
transcript:Smp_004000.1	0.999999948449797	5.15502025725985e-08	0.562270411141747	0.560195047974297	62.1775060738034	111.000453053231
transcript:Smp_004000.2	0.929475324708817	0.0705246752911829	0.938187398320449	0.937330029995481	35.5575700390788	37.9356209668758
transcript:Smp_004060.1	0.425912670889713	0.574087329110287	1.68718337066016	1.69279656063356	109.063624314045	64.4239827068307
transcript:Smp_004070.1	0.000719217479067114	0.999280782520933	0.612328628785293	0.610946062847074	90.1539279528832	147.57083149388
transcript:Smp_004070.3	0.477617871550168	0.522382128449832	0.856601009730323	0.843652069543901	4.9073069673617	5.81859586893459
transcript:Smp_004080.1	0.999999999988003	1.1996822190652e-11	1.22479527942052	1.22507947662787	510.00590624993	416.302505417029
transcript:Smp_004160.1	0.217186112341655	0.782813887658345	0.672290256850822	0.670649358522145	70.4845057710279	105.103804815039
transcript:Smp_004170.1	1	4.17602470890076e-17	0.958293864580283	0.958245608890822	435.883444389418	454.876972969245
transcript:Smp_004190.1	0	1	2.00261876096004	2.00351030607571	1185.85747626584	591.884872050151
transcript:Smp_004200.1	0.904863600301547	0.0951363996984534	0.955706807598886	0.955680429932917	844.617829856022	883.787348361847
transcript:Smp_004220.1	3.48811151074102e-08	0.999999965118885	1.27577293438112	1.27586685240493	1971.77757038168	1545.43932856041
transcript:Smp_004260.1	0.909832227580299	0.0901677724197013	0.914228239690127	0.914169252438264	699.614235637964	765.301493218496
transcript:Smp_004310.1	1.0395860838841e-09	0.999999998960414	0.843344501084635	0.843327792146047	4161.4456424009	4934.55480523557
transcript:Smp_004350.1	0	1	0.549585971841404	0.549504325530018	1595.49632519216	2903.52733549455
transcript:Smp_004360.1	0	1	0.669264474010426	0.669160872913199	1124.33374169956	1680.21935472111
transcript:Smp_004420.1	0.999999999999987	1.31558299714175e-14	1.38159875659421	1.38489263671367	84.433717416699	60.9649197721799
transcript:Smp_004420.2	0.854144660202017	0.145855339797983	0.918070649932317	0.917894887427275	225.18477125388	245.328299993225
transcript:Smp_004420.3	0.584461706658526	0.415538293341473	1.20289790220745	1.20453593198274	78.5185539615912	65.1840318893836
transcript:Smp_004420.4	0.72075457176	0.27924542824	0.817717868644655	0.816524557344647	65.6365143691738	80.3874770613851
transcript:Smp_004440.1	1	7.13588354245094e-17	1.07618401437135	1.07652571578497	126.316237704567	117.336233213253
transcript:Smp_004470.1	0.864756339466527	0.135243660533473	0.955708630208465	0.955698575244097	2215.69322648233	2318.40218965553
transcript:Smp_004480.1	3.72863655506706e-08	0.999999962713634	1.96355760518892	1.96428020779016	1378.57541435757	701.817269291937
transcript:Smp_004480.2	5.71429917228805e-06	0.999994285700828	0.473486622921936	0.473176195552593	422.3904468214	892.681667060945
transcript:Smp_004550.1	0.00505391287078627	0.994946087129214	0.82402709153679	0.823967848421974	1288.1513638224	1563.35362673547
transcript:Smp_004590.1	0.00018462850783818	0.999815371492162	1.40509376720336	1.40572440658707	475.245041877247	338.075502144128
transcript:Smp_004600.1	8.6123065309418e-05	0.999913876934691	1.42876592412483	1.4288616592253	3368.13922046502	2357.2155569452
transcript:Smp_004630.1	0.813041837839529	0.186958162160471	1.07188435303715	1.07223165506358	116.796699140598	108.927932012156
transcript:Smp_004630.2	5.9701450005889e-08	0.99999994029855	0.338639363488223	0.334232232237152	26.3887135209865	78.9731469702645
transcript:Smp_004640.1	0.000877754771224759	0.999122245228775	1.67765388561154	1.67967140340159	296.928810150773	176.773869481511
transcript:Smp_004640.2	0.104419877471719	0.895580122528281	0.230906641337672	0.22429833609226	13.7293786709431	61.2449290837881
transcript:Smp_004680.1	0.880495627440239	0.119504372559761	1.06129651228421	1.06131231305372	2166.9595312054	2041.77308736509
transcript:Smp_004690.1	0.443274031494377	0.556725968505623	1.36579468267166	1.36731060008501	173.642525060015	126.992983118261
transcript:Smp_004690.2	0.000110196189525569	0.999889803810474	0.54061810708223	0.540215856564098	324.700747915041	601.065929130031
transcript:Smp_004710.1	0.0204822397414818	0.979517760258518	0.749539416009842	0.74938861537316	655.071568845972	874.144684775633
transcript:Smp_004730.1	0.999999869935891	1.30064108930501e-07	1.70919478385382	1.71405212362988	131.707399836721	76.8356209825058
transcript:Smp_004780.1	1.21734533564677e-09	0.999999998782655	0.838017412673199	0.838008567664345	8077.37147595635	9638.77149655345
transcript:Smp_004810.1	0.000484727712246058	0.999515272287754	1.13319375345983	1.13321913157488	3130.32249392353	2762.32643317792
