	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.f.1.SmLE.PZQ.ER.RNA.juv.f.1_rsem.isoforms.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.juv.f.1.SmLE.PZQ.ES.RNA.juv.f.1_rsem.isoforms.results_Mean
transcript:Smp_000020.1	1	3.26284427655661e-16	1.07042634431711	1.07044877830709	1823.18612700654	1703.19725657692
transcript:Smp_000030.1	0.963391164166028	0.0366088358339719	1.22768984561184	1.22804541852978	426.636602378224	347.409237058028
transcript:Smp_000030.2	0.663529986529877	0.336470013470123	1.1532173755861	1.15323259163574	6300.29951658841	5463.16331151046
transcript:Smp_000030.3	0.908006663253278	0.0919933367467218	1.20553880307504	1.20588503599804	388.381969955516	322.070429196193
transcript:Smp_000040.1	0.632632287379369	0.367367712620631	0.925479852501874	0.925472795655264	5302.30543970839	5729.29448588084
transcript:Smp_000040.2	0.964720385521633	0.0352796144783669	1.11885746504433	1.11941964309534	128.395721885874	114.697404571547
transcript:Smp_000050.1	0.966252109451998	0.0337478905480016	1.1901770350214	1.19287669918073	45.5813825278249	38.209694088364
transcript:Smp_000050.2	0.999999999999949	5.11124608552633e-14	0.837862431380922	0.837706411186635	472.306977138639	563.811609613311
transcript:Smp_000070.1	0.972508227566988	0.0274917724330123	1.05453623465973	1.05457157255603	882.987335807982	837.294322235625
transcript:Smp_000075.1	1	3.2710515725706e-16	1.47247680226588	27.1066530298549	0.261066530298549	0
transcript:Smp_000080.1	0.953826619457876	0.0461733805421244	1.11802542418332	1.12118144472981	22.7383826581549	20.2796531735208
transcript:Smp_000100.1	0.997814016453881	0.00218598354611868	1.00070103408822	1.00070107158321	10150.9984827187	10143.8868848697
transcript:Smp_000100.2	0.972554737638704	0.0274452623612955	0.955377501203098	0.955279037452152	234.87032193716	245.866139566105
transcript:Smp_000100.3	0.989797140182638	0.010202859817362	1.06862797379026	1.06863454417665	6055.88520443524	5666.93688791026
transcript:Smp_000100.5	0.858203303302394	0.141796696697606	1.28393177415567	1.28424123113195	639.281901380852	497.787365388563
transcript:Smp_000100.6	0.976333729626837	0.0236662703731632	0.92657684748991	0.926420818245141	236.513448458484	255.298865906657
transcript:Smp_000110.1	0.992358938081082	0.00764106191891775	1.02130050413152	1.02131706005638	712.901954739334	698.021965411386
transcript:Smp_000130.1	0.994723578530319	0.00527642146968108	0.980395665515477	0.980391037123065	2252.98453521504	2298.04705060952
transcript:Smp_000150.1	0.408908279279254	0.591091720720746	1.08807047871312	1.08810726064356	1413.52452936945	1299.06646102225
transcript:Smp_000160.1	0.0275553345531098	0.97244466544689	0.759181589815248	0.75902868109689	648.556479477113	854.459001803535
transcript:Smp_000180.1	0.572476152891075	0.427523847108925	0.720029374281871	0.718661300179682	79.7832180201484	111.020353241782
transcript:Smp_000190.1	0.974868685737166	0.0251313142628339	0.943438371658274	0.943428667165829	2983.29064117906	3162.17994080522
transcript:Smp_000200.1	1	2.77359292793949e-18	0.953307059723404	0.953279338851975	871.160978625529	913.857471075867
transcript:Smp_000230.1	0.998661691467799	0.00133830853220109	0.973717797958326	0.973707860703417	1397.20381341918	1434.93149509055
transcript:Smp_000240.1	3.68615105106329e-09	0.999999996313849	1.21348667642873	1.21351409068437	5127.163532584	4225.05303959971
transcript:Smp_000260.1	0.998576102931264	0.00142389706873575	0.997735223918814	0.997735189639394	35763.9799034145	35845.1624212919
transcript:Smp_000270.1	0.988045967999275	0.0119540320007251	1.01514299530256	1.01520250214887	140.153975784426	138.055041691428
transcript:Smp_000280.1	0.996716089418092	0.00328391058190832	1.1896355869871	1.18979628988756	761.731489367869	640.218496123361
transcript:Smp_000300.1	0.941913731352558	0.0580862686474416	1.95318160612871	1.99493162813533	24.7007447916984	12.3767627557721
transcript:Smp_000300.2	0.999999999921841	7.81592939782674e-11	0.861015962717133	0.860948099285437	956.62210737719	1111.12795148763
transcript:Smp_000310.1	0.818295575033605	0.181704424966395	1.31594626569822	1.31922099990296	69.0447570819079	52.335101455319
transcript:Smp_000310.2	0.927739060680477	0.0722609393195228	0.875165294134288	0.875111463404627	1101.04071660311	1258.17340022591
transcript:Smp_000310.3	0.940668789216384	0.0593312107836163	1.1782309674363	1.17973989132225	75.5933380815859	64.0747517640943
transcript:Smp_000320.1	0.980735320816533	0.0192646791834665	0.958937451648567	0.958927373187243	2119.69905987062	2210.49010578509
transcript:Smp_000340.1	0.976635851190946	0.0233641488090539	1.0095653832389	1.00960636638013	127.836277716099	126.61982522038
transcript:Smp_000370.1	0.985300583222	0.0146994167779996	1.02202227930453	1.02205219621595	408.1753954408	399.368228384097
transcript:Smp_000390.1	0.994035756500606	0.00596424349939387	1.08483078283985	1.08496943703668	360.134540124257	331.92980201682
transcript:Smp_000420.1	0.998286159990727	0.00171384000927324	1.2238293306989	1.22390570833845	1945.96653600923	1589.96259572475
transcript:Smp_000430.1	0.999327225244516	0.000672774755483992	0.928212622517581	0.928199665440915	2790.10010830109	3005.92742077652
transcript:Smp_000470.1	0.942631037716637	0.057368962283363	0.732382299779385	0.729968224748056	43.8942842294001	60.1354731054265
transcript:Smp_000470.2	1	4.27629676514827e-17	0.92475429283591	0.92471090630881	870.095061651485	940.938198745383
transcript:Smp_000470.3	0.960348401384962	0.0396515986150376	0.880267438973559	0.879729524723705	106.229805179236	120.754169205987
transcript:Smp_000480.1	0.972586765907978	0.0274132340920222	1.0863103513999	1.08636314775422	963.536881352873	886.93731899251
transcript:Smp_000480.2	0.99267569012613	0.00732430987387027	0.97519745050855	0.975191824144423	2332.35983716403	2391.69364170179
transcript:Smp_000500.1	1	1.60521867437315e-17	0.783229576702901	0.769800504158938	6.73172560449871	8.74775680592017
transcript:Smp_000510.1	0.990672633844692	0.00932736615530828	1.02650260538374	1.02653007158043	537.393630323296	523.504746622005
transcript:Smp_000580.1	0.650390148057466	0.349609851942534	0.846044600426672	0.845828311322197	326.639032126593	386.178340770925
transcript:Smp_000590.1	0.985258289191372	0.0147417108086277	1.05016293310992	1.05018849739549	1118.0249882187	1064.59410773063
transcript:Smp_000600.1	0.0453902786046408	0.954609721395359	1.15967343510423	1.15980756608342	749.070318261619	645.856038614667
transcript:Smp_000600.2	0.967080726401994	0.0329192735980063	1.10177397897032	1.10231353740326	112.798619802085	102.328051719685
transcript:Smp_000620.1	1	8.27973390553437e-18	0.883124846985444	0.877705121105973	10.2590999025616	11.6899430168777
transcript:Smp_000630.1	1	3.69796325681775e-16	1.38236735555047	1.3857879715851	84.0350506021878	60.6378424733726
transcript:Smp_000640.1	0.0358197801690886	0.964180219830911	1.15391670674044	1.15404269719286	764.897429918567	662.796871686083
transcript:Smp_000650.1	0.986635476687816	0.0133645233121842	0.949278884068275	0.949255095712642	1098.10086855741	1156.80324600424
transcript:Smp_000650.2	0.932463048748128	0.0675369512518715	0.700658837448398	0.699563755114102	103.739459668195	148.295939108113
transcript:Smp_000650.3	0.965158451486834	0.0348415485131658	1.26165166601251	1.26328126464767	110.037905885277	87.1027507111171
transcript:Smp_000660.1	0.00013478962036606	0.999865210379634	1.09385738680789	1.09386441231931	7928.52381721409	7248.17700372866
transcript:Smp_000670.1	0.395381826909742	0.604618173090258	1.07746689853715	1.07748324285695	2770.74877647927	2571.49985395614
transcript:Smp_000680.1	0.999999999999999	8.52164238431157e-16	1.12749990521212	1.12762213750952	638.145264083209	565.920060128692
