	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.m.1.SmLE.PZQ.ER.RNA.juv.m.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.juv.m.1.SmLE.PZQ.ES.RNA.juv.m.1_rsem.genes.results_Mean
gene:Smp_000020	0.825360303853469	0.174639696146531	1.0937172956869	1.09374047476342	2024.78882551557	1851.2507627084
gene:Smp_000030	0.0727221726452653	0.927277827354735	1.13662598687515	1.13663617779842	6977.25524004146	6138.51117003341
gene:Smp_000040	0	1	1.20520450480146	1.20522558491684	5371.86906179546	4457.1465099708
gene:Smp_000050	0.951597257716241	0.048402742283759	0.894362988109537	0.894285362308933	557.214387373748	623.084608118223
gene:Smp_000070	0.306038583223649	0.693961416776351	1.21490347619916	1.21506189395708	754.703218584268	621.121501479649
gene:Smp_000075	0.999999999999993	6.64481104041759e-15	1.01241216175427	1.02650426066824	0.4039772522271	0.393288391572389
gene:Smp_000080	0.000548323655447658	0.999451676344552	0.340380419284822	0.336696852275984	27.5962869736539	81.9815208207101
gene:Smp_000100	0.997169862118061	0.00283013788193907	0.911712498338666	0.911710585970023	19272.0699311678	21138.3646418421
gene:Smp_000110	0.961201585187613	0.0387984148123868	1.11317500588059	1.11327056462494	603.695030957897	542.270601087557
gene:Smp_000130	0.997965637159143	0.00203436284085734	1.00426477918791	1.00426553158026	2606.41187358327	2595.34132056353
gene:Smp_000150	0.999999999999983	1.66723801497388e-14	0.925038676183746	0.925010144795594	1112.75848858244	1202.96976713362
gene:Smp_000160	0.963116032940773	0.036883967059227	0.900599577747433	0.900545859091593	762.969559591091	847.231205862332
gene:Smp_000180	0.987139916166973	0.0128600838330267	0.909420272206726	0.909355560693695	582.800223346756	640.89466758917
gene:Smp_000190	0.911754571819312	0.088245428180688	0.801730767383537	0.801682626649403	1511.77163894661	1885.75075954775
gene:Smp_000200	0.999999999999976	2.34950111598439e-14	1.08973792827514	1.08978516581942	947.914168962069	869.816639867425
gene:Smp_000230	0.99786963377399	0.00213036622600975	1.01910984903249	1.01911633290507	1375.26809004074	1349.47096270854
gene:Smp_000240	2.6478508453609e-06	0.999997352149155	1.14654634602201	1.14656265497336	4717.25991570826	4114.26137910564
gene:Smp_000260	0.999828255093157	0.000171744906843263	0.987689165581527	0.987688960497227	27146.8280396582	27485.1995400478
gene:Smp_000270	0.944823597384817	0.055176402615183	0.881396754885482	0.827605278986804	0.825507478050294	0.999548270490933
gene:Smp_000280	0.916534175326285	0.0834658246737153	0.549900382231438	0.516586468744986	3.18572937217904	6.17624289548825
gene:Smp_000300	3.41212000321001e-07	0.999999658788	1.23036562116892	1.23051368707285	876.57297432019	712.36157581352
gene:Smp_000310	0.995538333957996	0.00446166604200392	0.972411642914074	0.97240254586498	1350.2436652318	1388.56479443424
gene:Smp_000320	0.996710463257037	0.00328953674296292	0.946539355468411	0.946525726221677	1699.95013311408	1795.98992479861
gene:Smp_000340	0.999999999999998	2.43945951848029e-15	1.19336127194748	1.1942704421854	116.287651589071	97.369661658759
gene:Smp_000370	7.05248098809008e-08	0.99999992947519	0.596915286528904	0.596407845787447	216.909363223915	363.69977470545
gene:Smp_000390	0.999999999999981	1.86022534916304e-14	2.81972639669016	86.1398820216297	0.851398820216297	0
gene:Smp_000420	0.969212043324376	0.0307879566756243	0.954108824966594	0.952389128792999	11.626861350082	12.2085995180666
gene:Smp_000430	0.970757596495586	0.0292424035044143	1.29397806898078	1.30314206409271	19.131052970214	14.6783854781717
gene:Smp_000470	0.876790402746887	0.123209597253113	1.10514554636522	1.10519676371368	1038.85083316607	939.968171556792
gene:Smp_000480	0.991029051715295	0.00897094828470452	0.957785321016584	0.957779448928779	3152.67399359022	3291.6496791843
gene:Smp_000500	0.844640066792861	0.15535993320714	0.278092589358003	0.200973742776961	0.851398820216297	4.27612617904157
gene:Smp_000510	1	2.98253840925768e-16	1.04575511849193	1.04579090681978	612.181247442605	585.375896406633
gene:Smp_000580	0.969317146138789	0.0306828538612106	0.877443456980338	0.877221226185936	221.495937878048	252.498638945197
gene:Smp_000590	0.999999999999998	1.51379434057189e-15	0.947030456098312	0.947010736579806	1164.72950875698	1229.90161954881
gene:Smp_000600	1	1.46851643407025e-16	1.01832652853784	1.01833860925938	707.32234953957	694.584453267366
gene:Smp_000620	0.999999999999998	1.90519943026191e-15	1.28944140653508	1.30828274837382	9.1922583772839	7.0238452362245
gene:Smp_000630	0.985437049757877	0.0145629502421232	1.12226958308356	1.12306674967015	78.8612804275139	70.2184886011263
gene:Smp_000640	0.996035822248465	0.00396417775153474	1.03149445463358	1.03151766297956	640.919924119718	621.336533483857
gene:Smp_000650	0.999999999999959	4.07154979843303e-14	0.924801041456507	0.924775909165519	1266.94220545418	1369.99995905855
gene:Smp_000660	0.997824435898668	0.00217556410133179	1.0635696741841	1.06357221555843	12181.2526551517	11453.1499048551
gene:Smp_000670	0.997399032674976	0.00260096732502416	1.01627836627309	1.01628100262802	2873.18249174928	2827.15343641123
gene:Smp_000680	0.994224676295483	0.00577532370451682	1.026804007778	1.02682555655539	584.803981772578	569.52586521006
gene:Smp_000690	0.999999999999998	1.51508024491693e-15	0.892110041025968	0.88279036537115	4.66930972187849	5.29058993100948
gene:Smp_000700	0.990021176402781	0.00997882359721933	0.93120360548315	0.931184835790618	1562.73598683258	1678.22393032999
gene:Smp_000710	0.994099273249001	0.00590072675099901	0.954626193773358	0.954611623053085	1361.10520863185	1425.82138080664
gene:Smp_000720	0.997194443411196	0.00280555658880376	1.02349446590717	1.02349965630257	2121.26421252358	2072.55954065502
gene:Smp_000740	0.9781772721508	0.0218227278492001	1.03735881445178	1.03736224366585	5174.54375181181	4988.17400554647
gene:Smp_000755	0.978731267517917	0.0212687324820832	1.10338316642676	1.10341692019861	1547.4204406184	1402.3886874697
gene:Smp_000790	1	1.39174691540537e-16	0.981206039632135	0.981198525534238	1123.6691517199	1145.2008033979
gene:Smp_000810	0.987046553125766	0.0129534468742342	0.928731666078768	0.928678677928352	571.899482859545	615.821391903312
gene:Smp_000820	0.999180813661346	0.000819186338653513	0.96934436320214	0.969341467477595	4698.64831005444	4847.25844739369
gene:Smp_000830	0.989436093882104	0.0105639061178961	1.07744904617133	1.07869619929552	30.6618110837456	28.4241514355729
gene:Smp_000850	0.995773864966598	0.00422613503340208	0.936080274915983	0.9360620744626	1505.21464020254	1608.02933976996
gene:Smp_000870	0.99882547213898	0.00117452786101959	1.05134569681421	1.05139476492368	503.739367978847	479.114858506797
gene:Smp_000880	0	1	1.17261040668965	1.17262628132446	5838.02687330702	4978.58971781724
gene:Smp_000900	0.99161564126373	0.00838435873627043	0.949706526501301	0.949566972562758	156.679217417771	165.001233483497
gene:Smp_000910	1	3.32820486677695e-16	0.957657472476214	0.957517350550104	132.473352619042	138.351307544901
gene:Smp_000950	0.999999999999999	7.3742346215784e-16	0.915033625971205	0.913620079577965	25.13471002694	27.5120636991202
gene:Smp_000980	0.999692024294525	0.000307975705474628	0.990815663445072	0.990813719754534	2143.65372318785	2163.52859504381
gene:Smp_000990	0.999999999999998	1.56526871780565e-15	0.943228679572092	0.94320417740941	1000.62172817559	1060.8755984119
