	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.adu.m.1.SmLE.PZQ.ER.RNA.adu.m.1_rsem.isoforms.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.m.1.SmLE.PZQ.ES.RNA.adu.m.1_rsem.isoforms.results_Mean
transcript:Smp_000310.3	0.963473323491941	0.036526676508059	0.887724082117612	0.886123506415562	34.3765675177334	38.7956148705835
transcript:Smp_000320.1	0.992925797356989	0.00707420264301102	0.915658268017526	0.915633195360426	1703.90473188032	1860.90410896215
transcript:Smp_000340.1	0.981502042177754	0.0184979578222458	1.00667878618941	1.00677642714765	38.0862932037612	37.8298740539585
transcript:Smp_000370.1	0.0134004889398924	0.986599511060108	1.75770072111575	1.75955708317529	397.293647544316	225.787532426367
transcript:Smp_000390.1	0.325207153245278	0.674792846754722	1.84791112350777	1.85790170814984	87.2200934585044	46.9408656329139
transcript:Smp_000420.1	0.0288583767767056	0.971141623223294	3.01846989545174	3.02931403671803	311.918877136163	102.960135600107
transcript:Smp_000430.1	0.223143130309125	0.776856869690875	1.75102680478303	1.75208156522155	690.134609694524	393.889818018607
transcript:Smp_000470.1	0.743853514312995	0.256146485687005	0.587418528576429	0.582410675912522	26.5343245845782	45.5666449387085
transcript:Smp_000470.2	0.986341289881425	0.0136587101185749	0.847836080297181	0.847720967091242	619.892856081042	731.24813816791
transcript:Smp_000470.3	0.993281555797842	0.00671844420215823	1.0329856191217	1.03352940247678	34.6721283317017	33.5469827511326
transcript:Smp_000480.1	0.989291793850743	0.010708206149257	0.939438664134571	0.939363134448608	416.663090779374	443.559771368507
transcript:Smp_000480.2	0.289371082748147	0.710628917251853	1.36921303788819	1.36947384237879	1072.49636897384	783.142139007551
transcript:Smp_000500.1	1	4.42058196076138e-17	0.30124042361267	0.0996517853223846	0.181086928642305	1.9075464646631
transcript:Smp_000510.1	0.997600627686182	0.00239937231381781	1.0590839655795	1.05915484544981	488.40653048425	461.127984292398
transcript:Smp_000580.1	0.850951542734117	0.149048457265883	0.79028700260404	0.789656970151049	145.396919837472	184.129348266194
transcript:Smp_000590.1	0.700267106581492	0.299732893418508	0.878872999898772	0.878815795274647	1029.40822725602	1171.35973731145
transcript:Smp_000600.1	0.916586581294672	0.0834134187053283	1.15713950127496	1.1574376126897	337.501465624394	291.592296248237
transcript:Smp_000600.2	0.961450620367174	0.0385493796328262	0.751633520766267	0.749760719761141	54.9957645668568	73.3544256321944
transcript:Smp_000620.1	1	6.85882690741494e-18	0.7166435712206	0.695013102471501	5.02667938176624	7.23688407147369
transcript:Smp_000630.1	0.597656526622622	0.402343473377378	0.735173186539368	0.733776095242229	76.9357968477441	104.852774007844
transcript:Smp_000640.1	0.999999999997102	2.89818795160455e-12	0.810678351657624	0.810499336740564	474.175089674532	585.043026177017
