	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.m.1.SmLE.PZQ.ER.RNA.juv.m.1_rsem.isoforms.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.juv.m.1.SmLE.PZQ.ES.RNA.juv.m.1_rsem.isoforms.results_Mean
transcript:Smp_000020.1	0.854189351628144	0.145810648371856	1.08837291330904	1.08839749522953	2016.44143211486	1852.66922882312
transcript:Smp_000030.1	0.812262894190328	0.187737105809672	1.48795882127457	1.4885980629614	585.578317705221	393.372426240873
transcript:Smp_000030.2	0.85593350082094	0.14406649917906	1.0653824115349	1.06538870563842	5703.36609738597	5353.31885284182
transcript:Smp_000030.3	0.97421658430203	0.02578341569797	1.66196750368595	1.66282783313501	659.340039247306	396.513335794905
transcript:Smp_000040.1	0	1	1.19570922397683	1.19573214942114	5260.45711016042	4399.35913355307
transcript:Smp_000040.2	0.941090117835435	0.0589098821645654	1.45354041489469	1.45734995820976	89.4036450627192	61.3435853615811
transcript:Smp_000050.1	0	1	0.00987216441804092	0.000189755888984903	0	52.6892867177661
transcript:Smp_000050.2	0.999293367529179	0.000706632470821155	0.972141118798418	0.972115968218846	554.910310810841	570.827563575455
transcript:Smp_000070.1	0.300911145509931	0.699088854490069	1.20874303644533	1.20891608741567	751.493460121064	621.624096811114
transcript:Smp_000075.1	1	1.60840736476321e-16	1.00887888138433	1.0202164886161	0.401742838948332	0.393583791815453
transcript:Smp_000080.1	0.0182865425879755	0.981713457412025	0.339056441839419	0.33490577542307	27.473120996799	82.0522485894155
transcript:Smp_000100.1	0.997333854527236	0.00266614547276429	0.892568003102911	0.892563927722638	12125.5473590759	13585.0755971897
transcript:Smp_000100.2	0.968661462326385	0.0313385376736152	1.5596769287766	1.56152227278912	244.054782795085	156.289264537
transcript:Smp_000100.3	0.994975127732512	0.00502487226748794	0.921151865457891	0.92114596248105	6340.81352413734	6883.61516083632
transcript:Smp_000100.5	1	9.2382516877525e-18	0.944473510404458	0.944381800297829	294.654283966714	312.008173024708
transcript:Smp_000100.6	0.993521917850625	0.00647808214937483	0.872798316384087	0.872496959999141	189.779968823129	217.515077477996
transcript:Smp_000110.1	0.963781523456765	0.0362184765432352	1.10777603298648	1.10787838632693	601.176379527046	542.636545818285
transcript:Smp_000130.1	0.997603597494079	0.00239640250592112	0.999429101394136	0.999428988119636	2595.81638011239	2597.29947467941
transcript:Smp_000150.1	0.999999999999999	6.67683559144343e-16	0.920555449478587	0.920521441556265	1108.18143915303	1203.86357548074
transcript:Smp_000160.1	0.951549260088216	0.0484507399117839	0.896237212017213	0.896174144648497	759.837082476689	847.868826915633
transcript:Smp_000180.1	0.984651041439097	0.0153489585609035	0.905064410095725	0.904988136657731	580.480994793683	641.424921940006
transcript:Smp_000190.1	0.886965200346571	0.113034799653429	0.797770766869764	0.797715550814831	1505.63813037449	1887.4398921784
transcript:Smp_000200.1	1	2.85197805062185e-16	1.08440646360863	1.08445643088003	944.048809442324	870.526411201165
transcript:Smp_000230.1	0.998724546635228	0.0012754533647718	1.01410446861258	1.01410985073999	1369.56123453451	1350.50566014781
transcript:Smp_000240.1	3.82560997880255e-06	0.999996174390021	1.14084748573251	1.14086511347403	4697.67178715644	4117.63873136634
transcript:Smp_000260.1	0.999775874356987	0.000224125643013222	0.982856020824059	0.982855699665692	27038.267425478	27509.9056821035
transcript:Smp_000270.1	0.947277678480356	0.0527223215196444	0.883242602370525	0.823842051435935	0.824516175995647	1.00295651823199
transcript:Smp_000280.1	0.913547260510439	0.0864527394895612	0.552403509073628	0.515114237116583	3.17642126826272	6.17585361977008
transcript:Smp_000300.1	0.923146803751095	0.0768531962489046	0.491024996551943	0.474325723734515	7.44027737732311	15.6970911496529
transcript:Smp_000300.2	4.54483909728687e-07	0.99999954551609	1.24118811052396	1.241366382597	865.494699822617	697.209380157481
transcript:Smp_000310.1	0.0910549505859528	0.908945049414047	1.81940299309835	1.82811697274462	88.5794194144296	48.449382378266
transcript:Smp_000310.2	0.981470856953773	0.0185291430462269	0.927125199116065	0.927095772321696	1183.1838325391	1276.22689791624
transcript:Smp_000310.3	0.982573654255786	0.0174263457442136	1.12251786322324	1.12349053484039	72.9188656439291	64.9027548317886
transcript:Smp_000320.1	0.996013103570884	0.00398689642911613	0.941938269225111	0.941921624089744	1693.21348468161	1797.61672538483
transcript:Smp_000340.1	1	4.55739524097822e-17	1.18716060405418	1.18815022701865	115.791157048908	97.4533968126072
transcript:Smp_000370.1	2.0794758359699e-08	0.999999979205242	0.593989115443966	0.593414221510311	215.965640531091	363.944271236383
transcript:Smp_000390.1	1	4.22250084827084e-16	2.61618762545628	85.9053792692349	0.849053792692349	0
transcript:Smp_000420.1	0.965215019892814	0.0347849801071861	0.951968018634152	0.949941115576718	11.590883874262	12.2022136667587
transcript:Smp_000430.1	0.967102782699636	0.0328972173003642	1.28911204918113	1.29926009168445	19.0655418467717	14.6718500536262
transcript:Smp_000470.1	0.983709763115393	0.0162902368846065	1.30218671580419	1.30618639361862	50.8471928667551	38.9256320929526
transcript:Smp_000470.2	0.942381972693939	0.0576180273060607	1.09463988592373	1.09469837433681	912.832208445529	833.865549507917
transcript:Smp_000470.3	0.983357309977677	0.0166426900223227	1.04213351743316	1.04245315844584	70.8039203792386	67.9200741769665
transcript:Smp_000480.1	0.990167609923112	0.00983239007688751	1.13919785493313	1.13927975314649	997.886189868012	875.890925222274
transcript:Smp_000480.2	0.988173900551433	0.011826099448567	0.885598016678779	0.885573640064246	2141.80381013927	2418.5509341126
transcript:Smp_000500.1	0.868791236947187	0.131208763052813	0.285783871393839	0.200064884245927	0.849053792692349	4.28387593894974
transcript:Smp_000510.1	1	5.29855573287237e-18	1.04050970355433	1.04054533677392	609.613749922549	585.859474762734
transcript:Smp_000580.1	0.965849653443522	0.0341503465564778	0.873010642770184	0.872751717019518	220.576872235988	252.738711843617
transcript:Smp_000590.1	1	5.17981933759212e-17	0.942361632730337	0.942337502324316	1159.96969007529	1230.94991320959
transcript:Smp_000600.1	0.973748549345622	0.0262514506543776	1.09540864021634	1.0954987912444	597.473333184699	545.388441294494
transcript:Smp_000600.2	0.556254261584818	0.443745738415182	0.715099963022909	0.714119560298803	106.933845165941	149.746218862278
transcript:Smp_000620.1	1	3.96677785031779e-17	1.28175971238688	1.30239815674276	9.15310323030016	7.02556219183899
transcript:Smp_000630.1	0.986510864296057	0.0134891357039434	1.11682152779692	1.11767833565618	78.5231726808596	70.254556604073
transcript:Smp_000640.1	0.996582781633397	0.00341721836660296	1.02648633140309	1.02650828362979	638.257245418709	621.774797646015
transcript:Smp_000650.1	0.9518536064045	0.0481463935955005	0.923499920985476	0.923465484991017	1057.21346192382	1144.8335042855
transcript:Smp_000650.2	0.9873466902395	0.0126533097605001	0.87069691359851	0.869881397454532	71.0676796999449	81.6996214586657
transcript:Smp_000650.3	0.987551760951737	0.012448239048263	0.923664695206266	0.923392562609751	133.473664479063	144.547872657976
transcript:Smp_000660.1	0.997952171318103	0.00204782868189695	1.05835625293124	1.05835887646965	12131.9172297989	11462.9516659588
transcript:Smp_000670.1	0.997269391564606	0.00273060843539382	1.01136289510893	1.01136496471168	2861.57584948107	2829.41948324974
transcript:Smp_000680.1	0.994282013617102	0.00571798638289771	1.02178097698455	1.02180066791404	582.460843822977	570.033514467516
transcript:Smp_000690.1	1	3.2459918282209e-17	0.888881884505812	0.878092719426392	4.6505189210078	5.29754761758217
