	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ES.RNA.juv.m.1.SmLE.PZQ.ES.RNA.juv.m.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.m.1.SmLE.PZQ.ES.RNA.adu.m.1_rsem.genes.results_Mean
gene:Smp_001500	0.341121905766685	0.658878094233315	0.909942912364772	0.909919439693598	1714.02208192143	1883.7084998472
gene:Smp_001530	0	1	1.63277681326305	1.63332881061745	919.269981960297	562.816037221972
gene:Smp_001560	0.477193555261981	0.522806444738019	0.796799995600219	0.796472412394472	242.557963276269	304.54287528042
gene:Smp_001590	3.37641198762118e-05	0.999966235880124	0.736862466820348	0.736688113528885	545.869683091052	740.981571692637
gene:Smp_001610	0.935662056219501	0.0643379437804988	1.1192481254691	1.11947683352787	286.569963796477	255.984546035724
gene:Smp_001640	0.482078285314781	0.517921714685219	0.881329391203875	0.881256040810953	699.998723776041	794.320695460398
gene:Smp_001780	0.25771936753322	0.74228063246678	1.20999869145156	1.21026470295496	469.08106187979	387.583772448678
gene:Smp_001830	9.66167257310246e-10	0.999999999033833	0.597844964569015	0.597797046181346	2463.22415944204	4120.50912129188
gene:Smp_001900	0.0152489237314607	0.984751076268539	2.66473643520007	2.73446352332082	32.0435923891156	11.7120771517876
gene:Smp_001940	0	1	0.588091551984866	0.587903482548592	632.182193662625	1075.32330287829
gene:Smp_001950	0	1	0.467499895103112	0.467434435098742	1866.90691374396	3993.95529985983
gene:Smp_001960	0.00273249939301867	0.997267500606981	0.836092923694626	0.835975761830062	574.193366496767	686.856046498477
gene:Smp_001980	0.00268162971227348	0.997318370287727	2.69074346093955	2.71715102666699	85.4029545631469	31.4247468082844
gene:Smp_002010	0.999999162012019	8.37987981175867e-07	0.674121021449634	0.673414236642871	152.434603248681	226.365676297926
gene:Smp_002060	0.771323091602432	0.228676908397568	0.505878568381246	0.472846321607797	3.46277151990676	7.33439787561096
gene:Smp_002070	0.999999999999945	5.52649034287965e-14	0.571563238934041	0.025938605396508	0	0.37552573845571
gene:Smp_002080	0.167768965663968	0.832231034336032	1.17541751929884	1.17549000509799	1396.6786185622	1188.16566504598
gene:Smp_002100	0	1	0.389626868372338	0.389587997577824	3003.5629093601	7709.60356108027
gene:Smp_002160	0.00139087794739434	0.998609122052606	1.36569529891091	1.36630571254744	401.876718648062	294.131139100381
gene:Smp_002180	0	1	0.649992943622378	0.649926289167191	1675.59767543516	2578.14032775834
gene:Smp_002230	0.699598671255768	0.300401328744232	0.724264479393803	0.723464332303686	122.39541488748	169.183434177621
gene:Smp_002280	2.90631418931042e-09	0.999999997093686	1.2255651790079	1.22562544916438	2252.09237343341	1837.50273683888
gene:Smp_002380	0	1	0.657236436054808	0.657144613285191	1204.37637464399	1832.7469766159
