	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.m.1.SmLE.PZQ.ER.RNA.juv.m.1_rsem.isoforms.results_Mean	data.libraries..SmLE.PZQ.ER.RNA.adu.m.1.SmLE.PZQ.ER.RNA.adu.m.1_rsem.isoforms.results_Mean
transcript:Smp_345750.1	1	1.68616200006804e-16	1.44104203866327	26.7341418455971	0.257341418455971	0
transcript:Smp_345760.1	1	2.30809189660123e-17	0.560021537826074	0.523631017469487	3.62070185207473	6.9237028001522
transcript:Smp_345770.1	1	1.97437517958909e-17	1.20839881051249	1.20916917020699	187.580490906504	155.129988289969
transcript:Smp_345780.1	0.858450416452321	0.141549583547679	0.837334351133235	0.837010090008591	240.788473489033	287.678853890115
transcript:Smp_345780.2	0.90182252541812	0.0981774745818799	0.783854903022627	0.783356000578007	194.620546368697	248.447337692042
transcript:Smp_345790.1	1	3.10879452869876e-17	1.71525830998095	2.76790579483688	1.06858240368505	0.379674535057149
transcript:Smp_345800.1	0.00767545562953853	0.992324544370461	0.191855697200872	0.177701568300538	5.80860801346016	32.7337065925014
transcript:Smp_345810.1	1	2.28436256051774e-16	0.695319555438616	0.0376398422317421	0	0.255675927609678
transcript:Smp_345820.1	1	5.16947898042072e-17	0.85776431508682	0.654380624724992	0.252449015473404	0.391064771108864
transcript:Smp_345830.1	2.1094237467878e-15	0.999999999999998	1.37276324157449	1.37302484113592	1121.99949889469	817.170771446526
transcript:Smp_345840.1	0.00081806679480867	0.999181933205191	2.33343820793959	2.3582630571823	72.6341411927641	30.7940873436574
transcript:Smp_345840.2	0.764576893078724	0.235423106921276	0.784007101267457	0.780674676881635	29.008257624976	37.1607428001737
transcript:Smp_345840.3	0.688445558016593	0.311554441983407	1.24966842935777	1.25340711171074	47.9919948959038	38.2872096196163
