	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.adu.f.1.SmLE.PZQ.ER.RNA.adu.f.1_rsem.isoforms.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.f.1.SmLE.PZQ.ES.RNA.adu.f.1_rsem.isoforms.results_Mean
transcript:Smp_340770.1	0.901342701109744	0.0986572988902561	1.11002889213889	1.11017715952677	479.181870813389	431.625497723311
transcript:Smp_340780.1	0.00035435560233732	0.999645644397663	1.27701329934003	1.27748821425874	433.398834582416	339.25640554872
transcript:Smp_340790.1	0.990940580153539	0.00905941984646122	1.00878984261262	1.00879450863711	1105.32225627717	1095.68614704831
transcript:Smp_340790.2	0.937219013813731	0.0627809861862691	0.812626550067934	0.810711338783854	46.123208323785	56.8946047795376
transcript:Smp_340790.3	0.960569286226111	0.0394307137738893	1.03367769299829	1.03402213258217	58.7951229746627	56.8602749406473
transcript:Smp_340800.1	1	4.7918663599191e-16	1.2068031566532	1.20718656286073	378.718917312469	313.718572669809
transcript:Smp_340800.2	0.999999999999982	1.7585631907018e-14	12.2770603271431	668.198692104753	6.67198692104753	0
transcript:Smp_340810.1	0.980873158477737	0.0191268415222626	1.00601244327071	1.00605563831065	81.4407638093149	80.9504963261133
transcript:Smp_340820.1	0.899719678048334	0.100280321951666	1.45226479540161	1.45291503289738	587.773027333476	404.544302230137
transcript:Smp_340830.1	1	4.74108099938527e-19	1.17074830716948	1.17841024798426	15.2646115529538	12.9520491497608
transcript:Smp_340840.1	0.921050223438259	0.0789497765617413	1.23241696141547	1.24157144628307	18.3241877364427	14.7569212201443
transcript:Smp_340840.2	1	4.68379530767753e-17	0.8225008930597	0.821957536515803	156.166865581001	189.996002308853
transcript:Smp_340850.1	1	1.77997551739173e-19	1.03175853208851	1.03177290469424	1326.05580983351	1285.22030969347
transcript:Smp_340860.1	0.956042797258856	0.0439572027411442	1.24894623877	1.25049636217974	116.799395623911	93.4004241777245
transcript:Smp_340870.1	0.954819615190833	0.0451803848091675	0.808352044094557	0.806002329387068	38.2267880106612	47.4300465315513
transcript:Smp_340880.1	1	3.25564269009735e-16	1.06445326366309	4.81332829393411	0.0381332829393411	0
transcript:Smp_340880.2	0.00358183973481063	0.996418160265189	1.22034592465435	1.22050446012173	986.664731542995	808.405506686956
transcript:Smp_340890.1	0.674517044092691	0.325482955907309	0.435229553604985	0.386226014799074	2.57905986140526	6.69348387265465
transcript:Smp_340900.1	0.99293598403555	0.00706401596445032	0.917318202802497	0.917311342103522	6430.04010649128	7009.66033913075
transcript:Smp_340910.1	0.970072105578538	0.029927894421462	1.14953642991768	1.14958684325549	1983.34013565384	1725.26212475504
transcript:Smp_340920.1	0.982501079906438	0.0174989200935625	1.09779986075293	1.09786909879598	901.976553951518	821.569325750872
transcript:Smp_340930.1	0.883827497947526	0.116172502052474	1.26722925113358	1.26728590224067	3477.00246002321	2743.6585391004
transcript:Smp_340940.1	1	8.4767251401463e-19	0.901118512404394	0.90096410828967	335.588230406825	372.477901925308
transcript:Smp_340960.1	2.53742829663395e-05	0.999974625717034	1.36486424957741	1.36494850537628	3437.97382244221	2518.75448737856
transcript:Smp_340970.1	0.975509924423874	0.0244900755761259	1.12133546629142	1.12154007030323	386.84165863832	344.918967659379
transcript:Smp_340980.1	0.115743213923668	0.884256786076332	0.782646696628069	0.782368186266458	355.123891456383	453.911692740497
transcript:Smp_340990.1	0.227060541563319	0.772939458436681	0.80756732157433	0.807288710706663	324.304003448869	401.722365568421
transcript:Smp_341010.1	0.990348239666207	0.00965176033379331	1.04297490498335	1.04298324474126	3126.03238986498	2997.2024726131
transcript:Smp_341020.1	0.979527666480458	0.0204723335195416	0.850807821539345	0.850720704527586	847.385470181294	996.081273753425
